id,doi,year,journal,membrane_detailed,membrane,membrane_family,mwco,contact_angle,zeta_potential,contact_angle_missing,zeta_potential_missing,membrane_type,solute_name,secondary_solute_name,secondary_solute_ratio,solvent,pressure,flux_lmh,permeance,rejection,temperature,process_configuration,exclude,solute_smiles,secondary_solute_smiles,loss_weight,solute_category,solvent_smiles,solvent_mw,solvent_logp,solvent_viscosity,solvent_density,solvent_dielectric_constant,solvent_dd,solvent_dp,solvent_dh,solvent_molar_volume,solute_mw,solute_logp,secondary_solute_mw,secondary_solute_logp,batch,date,solute_identifier,secondary_solute_identifier,source
38,10.1016/j.cherd.2017.03.015,2017.0,Chemical Engineering Research and Design,SM240,SM240,SM,400,-1.0,0.0,1,1,,HRh(CO)(PPh3)3,HRh(CO)(PPh3)3,0.5,1-Undecanal,30.0,9.6,0.386007238,0.98,20.0,DE,0,O=C[Rh]([P](c1ccccc1)(c2ccccc2)c3ccccc3)([H])([P](c4ccccc4)(c5ccccc5)c6ccccc6)[P](c7ccccc7)(c8ccccc8)c9ccccc9,O=C[Rh]([P](c1ccccc1)(c2ccccc2)c3ccccc3)([H])([P](c4ccccc4)(c5ccccc5)c6ccccc6)[P](c7ccccc7)(c8ccccc8)c9ccccc9,1.0,metal_catalyst,C(CCCCC=O)CCCCC,170.296,3.7161,1.4,830.0,3.0,16.0,3.0,5.0,206.4,919.8080000000002,9.7901,919.8080000000002,9.7901,,,,,cat
39,10.1016/j.cherd.2017.03.015,2017.0,Chemical Engineering Research and Design,SM240,SM240,SM,400,-1.0,0.0,1,1,,HRh(CO)(PPh3)3,HRh(CO)(PPh3)3,0.5,1-Undecanal,30.0,1.5,0.060313631,0.98,20.0,DE,0,O=C[Rh]([P](c1ccccc1)(c2ccccc2)c3ccccc3)([H])([P](c4ccccc4)(c5ccccc5)c6ccccc6)[P](c7ccccc7)(c8ccccc8)c9ccccc9,O=C[Rh]([P](c1ccccc1)(c2ccccc2)c3ccccc3)([H])([P](c4ccccc4)(c5ccccc5)c6ccccc6)[P](c7ccccc7)(c8ccccc8)c9ccccc9,1.0,metal_catalyst,C(CCCCC=O)CCCCC,170.296,3.7161,1.4,830.0,3.0,16.0,3.0,5.0,206.4,919.8080000000002,9.7901,919.8080000000002,9.7901,,,,,cat
40,10.1016/j.crci.2017.01.001,2017.0,Comptes Rendus Chimie,SM228,SM228,SM,228,-1.0,0.0,1,1,,Hoveyda-Grubbs II,Hoveyda-Grubbs II,0.5,Toluene,40.0,8.6,0.215,0.995,25.0,CF,0,CC(C)Oc1ccccc1C=[Ru](Cl)(Cl)=C2N(CCN2c3c(C)cc(C)cc3C)c4c(C)cc(C)cc4C,CC(C)Oc1ccccc1C=[Ru](Cl)(Cl)=C2N(CCN2c3c(C)cc(C)cc3C)c4c(C)cc(C)cc4C,1.0,metal_catalyst,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,626.634,8.050320000000008,626.634,8.050320000000008,,,,,cat
41,10.1016/j.crci.2017.01.001,2017.0,Comptes Rendus Chimie,SM228,SM228,SM,228,-1.0,0.0,1,1,,"(1,3-dimesityl-4,5-dihydro-1H-imidazol-3-ine)dichloro-((4'-(tert-butyldimethylsilyloxy)-4-isopropoxy-3',5'-dimethylbiphenyl-3-yl)methylene)ruthenium","(1,3-dimesityl-4,5-dihydro-1H-imidazol-3-ine)dichloro-((4'-(tert-butyldimethylsilyloxy)-4-isopropoxy-3',5'-dimethylbiphenyl-3-yl)methylene)ruthenium",0.5,Toluene,40.0,8.6,0.215,0.985,25.0,CF,0,CC([O+]1[Ru]([C-]2N(CCN2c3c(C)cc(C)cc3C)c4c(C)cc(C)cc4C)(Cl)(Cl)=Cc5cc(c6cc(C)c(O[Si](C(C)(C)C)(C)C)c(C)c6)ccc51)C,CC([O+]1[Ru]([C-]2N(CCN2c3c(C)cc(C)cc3C)c4c(C)cc(C)cc4C)(Cl)(Cl)=Cc5cc(c6cc(C)c(O[Si](C(C)(C)C)(C)C)c(C)c6)ccc51)C,1.0,metal_catalyst,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,861.0489999999998,13.428849999999976,861.0489999999998,13.428849999999976,,,,,cat
42,10.1016/j.seppur.2013.04.052,2013.0,Seperation and Purification technology,SM122,SM122,SM,220,-1.0,0.0,1,1,,Hoveyda-Grubbs II,Hoveyda-Grubbs II,0.5,Toluene,40.0,2.4,0.06,0.995,26.0,CF,0,CC(C)Oc1ccccc1C=[Ru](Cl)(Cl)=C2N(CCN2c3c(C)cc(C)cc3C)c4c(C)cc(C)cc4C,CC(C)Oc1ccccc1C=[Ru](Cl)(Cl)=C2N(CCN2c3c(C)cc(C)cc3C)c4c(C)cc(C)cc4C,1.0,metal_catalyst,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,626.634,8.050320000000008,626.634,8.050320000000008,,,,,cat
43,10.1016/j.seppur.2013.04.052,2013.0,Seperation and Purification technology,SM122,SM122,SM,220,-1.0,0.0,1,1,,Hoveyda-Grubbs II,Hoveyda-Grubbs II,0.5,Toluene,30.0,1.8,0.06,0.995,26.0,CF,0,CC(C)Oc1ccccc1C=[Ru](Cl)(Cl)=C2N(CCN2c3c(C)cc(C)cc3C)c4c(C)cc(C)cc4C,CC(C)Oc1ccccc1C=[Ru](Cl)(Cl)=C2N(CCN2c3c(C)cc(C)cc3C)c4c(C)cc(C)cc4C,1.0,metal_catalyst,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,626.634,8.050320000000008,626.634,8.050320000000008,,,,,cat
44,10.1016/j.seppur.2013.04.052,2013.0,Seperation and Purification technology,SM122,SM122,SM,220,-1.0,0.0,1,1,,Hoveyda-Grubbs II,Hoveyda-Grubbs II,0.5,Toluene,20.0,1.2,0.06,0.984,26.0,CF,0,CC(C)Oc1ccccc1C=[Ru](Cl)(Cl)=C2N(CCN2c3c(C)cc(C)cc3C)c4c(C)cc(C)cc4C,CC(C)Oc1ccccc1C=[Ru](Cl)(Cl)=C2N(CCN2c3c(C)cc(C)cc3C)c4c(C)cc(C)cc4C,1.0,metal_catalyst,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,626.634,8.050320000000008,626.634,8.050320000000008,,,,,cat
45,10.1016/j.seppur.2013.04.052,2013.0,Seperation and Purification technology,SM122,SM122,SM,220,-1.0,0.0,1,1,,Hoveyda-Grubbs II,Hoveyda-Grubbs II,0.5,Toluene,10.0,0.6,0.06,0.963,26.0,CF,0,CC(C)Oc1ccccc1C=[Ru](Cl)(Cl)=C2N(CCN2c3c(C)cc(C)cc3C)c4c(C)cc(C)cc4C,CC(C)Oc1ccccc1C=[Ru](Cl)(Cl)=C2N(CCN2c3c(C)cc(C)cc3C)c4c(C)cc(C)cc4C,1.0,metal_catalyst,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,626.634,8.050320000000008,626.634,8.050320000000008,,,,,cat
46,10.1016/j.seppur.2013.04.052,2013.0,Seperation and Purification technology,SM122,SM122,SM,220,-1.0,0.0,1,1,,Hoveyda-Grubbs II,Hoveyda-Grubbs II,0.5,Toluene,40.0,7.2,0.18,0.86,26.0,DE,0,CC(C)Oc1ccccc1C=[Ru](Cl)(Cl)=C2N(CCN2c3c(C)cc(C)cc3C)c4c(C)cc(C)cc4C,CC(C)Oc1ccccc1C=[Ru](Cl)(Cl)=C2N(CCN2c3c(C)cc(C)cc3C)c4c(C)cc(C)cc4C,1.0,metal_catalyst,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,626.634,8.050320000000008,626.634,8.050320000000008,,,,,cat
47,10.1016/j.seppur.2013.04.052,2013.0,Seperation and Purification technology,SM122,SM122,SM,220,-1.0,0.0,1,1,,Hoveyda-Grubbs II,Hoveyda-Grubbs II,0.5,Toluene,30.0,5.4,0.18,0.86,26.0,DE,0,CC(C)Oc1ccccc1C=[Ru](Cl)(Cl)=C2N(CCN2c3c(C)cc(C)cc3C)c4c(C)cc(C)cc4C,CC(C)Oc1ccccc1C=[Ru](Cl)(Cl)=C2N(CCN2c3c(C)cc(C)cc3C)c4c(C)cc(C)cc4C,1.0,metal_catalyst,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,626.634,8.050320000000008,626.634,8.050320000000008,,,,,cat
48,10.1016/j.seppur.2013.04.052,2013.0,Seperation and Purification technology,SM122,SM122,SM,220,-1.0,0.0,1,1,,Hoveyda-Grubbs II,Hoveyda-Grubbs II,0.5,Toluene,20.0,4.8,0.24,0.91,26.0,DE,0,CC(C)Oc1ccccc1C=[Ru](Cl)(Cl)=C2N(CCN2c3c(C)cc(C)cc3C)c4c(C)cc(C)cc4C,CC(C)Oc1ccccc1C=[Ru](Cl)(Cl)=C2N(CCN2c3c(C)cc(C)cc3C)c4c(C)cc(C)cc4C,1.0,metal_catalyst,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,626.634,8.050320000000008,626.634,8.050320000000008,,,,,cat
49,10.1016/j.seppur.2013.04.052,2013.0,Seperation and Purification technology,SM122,SM122,SM,220,-1.0,0.0,1,1,,Hoveyda-Grubbs II,Hoveyda-Grubbs II,0.5,Toluene,10.0,3.5,0.35,0.91,26.0,DE,0,CC(C)Oc1ccccc1C=[Ru](Cl)(Cl)=C2N(CCN2c3c(C)cc(C)cc3C)c4c(C)cc(C)cc4C,CC(C)Oc1ccccc1C=[Ru](Cl)(Cl)=C2N(CCN2c3c(C)cc(C)cc3C)c4c(C)cc(C)cc4C,1.0,metal_catalyst,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,626.634,8.050320000000008,626.634,8.050320000000008,,,,,cat
50,10.1016/S0376-7388(01)00751-7,2002.0,Journal of Membrane Science,Desal-5,Desal5DL,Desal5,300,45.66666667,-10.33333333,0,0,,Jacobsen Catalyst,Jacobsen Catalyst,0.5,Dichloromethane,25.0,45.0,1.8,0.841,20.0,DE,0,CC(c1cc(C=[N]2[C@H]3CCCC[C@@H]3[N]4=Cc5cc(C(C)(C)C)cc(C(C)(C)C)c5O[Mn]42(Cl)O6)c6c(C(C)(C)C)c1)(C)C,CC(c1cc(C=[N]2[C@H]3CCCC[C@@H]3[N]4=Cc5cc(C(C)(C)C)cc(C(C)(C)C)c5O[Mn]42(Cl)O6)c6c(C(C)(C)C)c1)(C)C,1.0,metal_catalyst,C(Cl)Cl,84.933,1.25,0.43,1322.0,8.93,18.2,6.3,6.1,63.9,635.2149999999999,10.098999999999995,635.2149999999999,10.098999999999995,,,,,cat
51,10.1016/S0376-7388(01)00751-7,2002.0,Journal of Membrane Science,Desal-5,Desal5DL,Desal5,300,45.66666667,-10.33333333,0,0,,Pd-BINAP,Pd-BINAP,0.5,Dichloromethane,25.0,102.7,4.108,0.886,40.0,DE,0,CC(O[Pd]1([P](c2ccccc2)(c3ccccc3)c4cc5ccccc5cc4c6cc7ccccc7cc6[P]1(c8ccccc8)c9ccccc9)OC(C)=O)=O,CC(O[Pd]1([P](c2ccccc2)(c3ccccc3)c4cc5ccccc5cc4c6cc7ccccc7cc6[P]1(c8ccccc8)c9ccccc9)OC(C)=O)=O,1.0,metal_catalyst,C(Cl)Cl,84.933,1.25,0.43,1322.0,8.93,18.2,6.3,6.1,63.9,847.1960000000003,9.201500000000005,847.1960000000003,9.201500000000005,,,,,cat
52,10.1016/S0376-7388(01)00751-7,2002.0,Journal of Membrane Science,Desal-5,Desal5DL,Desal5,300,45.66666667,-10.33333333,0,0,,Pd-BINAP,Pd-BINAP,0.5,Dichloromethane,25.0,73.1,2.924,0.952,30.0,DE,0,CC(O[Pd]1([P](c2ccccc2)(c3ccccc3)c4cc5ccccc5cc4c6cc7ccccc7cc6[P]1(c8ccccc8)c9ccccc9)OC(C)=O)=O,CC(O[Pd]1([P](c2ccccc2)(c3ccccc3)c4cc5ccccc5cc4c6cc7ccccc7cc6[P]1(c8ccccc8)c9ccccc9)OC(C)=O)=O,1.0,metal_catalyst,C(Cl)Cl,84.933,1.25,0.43,1322.0,8.93,18.2,6.3,6.1,63.9,847.1960000000003,9.201500000000005,847.1960000000003,9.201500000000005,,,,,cat
53,10.1016/S0376-7388(01)00751-7,2002.0,Journal of Membrane Science,Desal-5,Desal5DL,Desal5,300,45.66666667,-10.33333333,0,0,,Pd-BINAP,Pd-BINAP,0.5,Dichloromethane,25.0,49.9,1.996,0.957,20.0,DE,0,CC(O[Pd]1([P](c2ccccc2)(c3ccccc3)c4cc5ccccc5cc4c6cc7ccccc7cc6[P]1(c8ccccc8)c9ccccc9)OC(C)=O)=O,CC(O[Pd]1([P](c2ccccc2)(c3ccccc3)c4cc5ccccc5cc4c6cc7ccccc7cc6[P]1(c8ccccc8)c9ccccc9)OC(C)=O)=O,1.0,metal_catalyst,C(Cl)Cl,84.933,1.25,0.43,1322.0,8.93,18.2,6.3,6.1,63.9,847.1960000000003,9.201500000000005,847.1960000000003,9.201500000000005,,,,,cat
54,10.1016/S0376-7388(01)00751-7,2002.0,Journal of Membrane Science,MPF50,MPF50,MPF,700,-1.0,0.0,1,1,,Jacobsen Catalyst,Jacobsen Catalyst,0.5,Dichloromethane,20.0,6.7,0.335,0.814,20.0,DE,0,CC(c1cc(C=[N]2[C@H]3CCCC[C@@H]3[N]4=Cc5cc(C(C)(C)C)cc(C(C)(C)C)c5O[Mn]42(Cl)O6)c6c(C(C)(C)C)c1)(C)C,CC(c1cc(C=[N]2[C@H]3CCCC[C@@H]3[N]4=Cc5cc(C(C)(C)C)cc(C(C)(C)C)c5O[Mn]42(Cl)O6)c6c(C(C)(C)C)c1)(C)C,1.0,metal_catalyst,C(Cl)Cl,84.933,1.25,0.43,1322.0,8.93,18.2,6.3,6.1,63.9,635.2149999999999,10.098999999999995,635.2149999999999,10.098999999999995,,,,,cat
55,10.1016/S0376-7388(01)00751-7,2002.0,Journal of Membrane Science,MPF50,MPF50,MPF,700,-1.0,0.0,1,1,,Pd-BINAP,Pd-BINAP,0.5,Dichloromethane,25.0,10.2,0.408,0.934,20.0,DE,0,CC(O[Pd]1([P](c2ccccc2)(c3ccccc3)c4cc5ccccc5cc4c6cc7ccccc7cc6[P]1(c8ccccc8)c9ccccc9)OC(C)=O)=O,CC(O[Pd]1([P](c2ccccc2)(c3ccccc3)c4cc5ccccc5cc4c6cc7ccccc7cc6[P]1(c8ccccc8)c9ccccc9)OC(C)=O)=O,1.0,metal_catalyst,C(Cl)Cl,84.933,1.25,0.43,1322.0,8.93,18.2,6.3,6.1,63.9,847.1960000000003,9.201500000000005,847.1960000000003,9.201500000000005,,,,,cat
56,10.1016/S0376-7388(01)00751-7,2002.0,Journal of Membrane Science,MPF50,MPF50,MPF,700,-1.0,0.0,1,1,,Jacobsen Catalyst,Jacobsen Catalyst,0.5,Ethyl acetate,25.0,78.7,3.148,0.93,20.0,DE,0,CC(c1cc(C=[N]2[C@H]3CCCC[C@@H]3[N]4=Cc5cc(C(C)(C)C)cc(C(C)(C)C)c5O[Mn]42(Cl)O6)c6c(C(C)(C)C)c1)(C)C,CC(c1cc(C=[N]2[C@H]3CCCC[C@@H]3[N]4=Cc5cc(C(C)(C)C)cc(C(C)(C)C)c5O[Mn]42(Cl)O6)c6c(C(C)(C)C)c1)(C)C,1.0,metal_catalyst,O(C(C)=O)CC,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,635.2149999999999,10.098999999999995,635.2149999999999,10.098999999999995,,,,,cat
57,10.1016/S0376-7388(01)00751-7,2002.0,Journal of Membrane Science,MPF50,MPF50,MPF,700,-1.0,0.0,1,1,,Pd-BINAP,Pd-BINAP,0.5,Ethyl acetate,25.0,91.3,3.652,0.957,40.0,DE,0,CC(O[Pd]1([P](c2ccccc2)(c3ccccc3)c4cc5ccccc5cc4c6cc7ccccc7cc6[P]1(c8ccccc8)c9ccccc9)OC(C)=O)=O,CC(O[Pd]1([P](c2ccccc2)(c3ccccc3)c4cc5ccccc5cc4c6cc7ccccc7cc6[P]1(c8ccccc8)c9ccccc9)OC(C)=O)=O,1.0,metal_catalyst,O(C(C)=O)CC,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,847.1960000000003,9.201500000000005,847.1960000000003,9.201500000000005,,,,,cat
58,10.1016/S0376-7388(01)00751-7,2002.0,Journal of Membrane Science,MPF50,MPF50,MPF,700,-1.0,0.0,1,1,,Pd-BINAP,Pd-BINAP,0.5,Ethyl acetate,25.0,77.4,3.096,0.974,30.0,DE,0,CC(O[Pd]1([P](c2ccccc2)(c3ccccc3)c4cc5ccccc5cc4c6cc7ccccc7cc6[P]1(c8ccccc8)c9ccccc9)OC(C)=O)=O,CC(O[Pd]1([P](c2ccccc2)(c3ccccc3)c4cc5ccccc5cc4c6cc7ccccc7cc6[P]1(c8ccccc8)c9ccccc9)OC(C)=O)=O,1.0,metal_catalyst,O(C(C)=O)CC,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,847.1960000000003,9.201500000000005,847.1960000000003,9.201500000000005,,,,,cat
59,10.1016/S0376-7388(01)00751-7,2002.0,Journal of Membrane Science,MPF50,MPF50,MPF,700,-1.0,0.0,1,1,,Pd-BINAP,Pd-BINAP,0.5,Ethyl acetate,25.0,73.2,2.928,0.981,20.0,DE,0,CC(O[Pd]1([P](c2ccccc2)(c3ccccc3)c4cc5ccccc5cc4c6cc7ccccc7cc6[P]1(c8ccccc8)c9ccccc9)OC(C)=O)=O,CC(O[Pd]1([P](c2ccccc2)(c3ccccc3)c4cc5ccccc5cc4c6cc7ccccc7cc6[P]1(c8ccccc8)c9ccccc9)OC(C)=O)=O,1.0,metal_catalyst,O(C(C)=O)CC,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,847.1960000000003,9.201500000000005,847.1960000000003,9.201500000000005,,,,,cat
60,10.1016/S0376-7388(01)00751-7,2002.0,Journal of Membrane Science,SM120,SM120,SM,200,-1.0,0.0,1,1,,Jacobsen Catalyst,Jacobsen Catalyst,0.5,Ethyl acetate,25.0,56.0,2.24,0.996,20.0,DE,0,CC(c1cc(C=[N]2[C@H]3CCCC[C@@H]3[N]4=Cc5cc(C(C)(C)C)cc(C(C)(C)C)c5O[Mn]42(Cl)O6)c6c(C(C)(C)C)c1)(C)C,CC(c1cc(C=[N]2[C@H]3CCCC[C@@H]3[N]4=Cc5cc(C(C)(C)C)cc(C(C)(C)C)c5O[Mn]42(Cl)O6)c6c(C(C)(C)C)c1)(C)C,1.0,metal_catalyst,O(C(C)=O)CC,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,635.2149999999999,10.098999999999995,635.2149999999999,10.098999999999995,,,,,cat
61,10.1016/S0376-7388(01)00751-7,2002.0,Journal of Membrane Science,SM120,SM120,SM,200,-1.0,0.0,1,1,,Pd-BINAP,Pd-BINAP,0.5,Ethyl acetate,25.0,56.5,2.26,0.99,20.0,DE,0,CC(O[Pd]1([P](c2ccccc2)(c3ccccc3)c4cc5ccccc5cc4c6cc7ccccc7cc6[P]1(c8ccccc8)c9ccccc9)OC(C)=O)=O,CC(O[Pd]1([P](c2ccccc2)(c3ccccc3)c4cc5ccccc5cc4c6cc7ccccc7cc6[P]1(c8ccccc8)c9ccccc9)OC(C)=O)=O,1.0,metal_catalyst,O(C(C)=O)CC,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,847.1960000000003,9.201500000000005,847.1960000000003,9.201500000000005,,,,,cat
62,10.1016/S0376-7388(01)00751-7,2002.0,Journal of Membrane Science,SM122,SM122,SM,220,-1.0,0.0,1,1,,Jacobsen Catalyst,Jacobsen Catalyst,0.5,Ethyl acetate,25.0,105.9,4.236,0.994,20.0,DE,0,CC(c1cc(C=[N]2[C@H]3CCCC[C@@H]3[N]4=Cc5cc(C(C)(C)C)cc(C(C)(C)C)c5O[Mn]42(Cl)O6)c6c(C(C)(C)C)c1)(C)C,CC(c1cc(C=[N]2[C@H]3CCCC[C@@H]3[N]4=Cc5cc(C(C)(C)C)cc(C(C)(C)C)c5O[Mn]42(Cl)O6)c6c(C(C)(C)C)c1)(C)C,1.0,metal_catalyst,O(C(C)=O)CC,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,635.2149999999999,10.098999999999995,635.2149999999999,10.098999999999995,,,,,cat
63,10.1016/S0376-7388(01)00751-7,2002.0,Journal of Membrane Science,SM122,SM122,SM,220,-1.0,0.0,1,1,,Pd-BINAP,Pd-BINAP,0.5,Ethyl acetate,25.0,147.3,5.892,0.99,44.0,DE,0,CC(O[Pd]1([P](c2ccccc2)(c3ccccc3)c4cc5ccccc5cc4c6cc7ccccc7cc6[P]1(c8ccccc8)c9ccccc9)OC(C)=O)=O,CC(O[Pd]1([P](c2ccccc2)(c3ccccc3)c4cc5ccccc5cc4c6cc7ccccc7cc6[P]1(c8ccccc8)c9ccccc9)OC(C)=O)=O,1.0,metal_catalyst,O(C(C)=O)CC,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,847.1960000000003,9.201500000000005,847.1960000000003,9.201500000000005,,,,,cat
64,10.1016/S0376-7388(01)00751-7,2002.0,Journal of Membrane Science,SM240,SM240,SM,400,-1.0,0.0,1,1,,Jacobsen Catalyst,Jacobsen Catalyst,0.5,Ethyl acetate,25.0,124.7,4.988,0.954,20.0,DE,0,CC(c1cc(C=[N]2[C@H]3CCCC[C@@H]3[N]4=Cc5cc(C(C)(C)C)cc(C(C)(C)C)c5O[Mn]42(Cl)O6)c6c(C(C)(C)C)c1)(C)C,CC(c1cc(C=[N]2[C@H]3CCCC[C@@H]3[N]4=Cc5cc(C(C)(C)C)cc(C(C)(C)C)c5O[Mn]42(Cl)O6)c6c(C(C)(C)C)c1)(C)C,1.0,metal_catalyst,O(C(C)=O)CC,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,635.2149999999999,10.098999999999995,635.2149999999999,10.098999999999995,,,,,cat
65,10.1016/S0376-7388(01)00751-7,2002.0,Journal of Membrane Science,SM240,SM240,SM,400,-1.0,0.0,1,1,,Pd-BINAP,Pd-BINAP,0.5,Ethyl acetate,30.0,172.0,5.733333333,0.949,40.0,DE,0,CC(O[Pd]1([P](c2ccccc2)(c3ccccc3)c4cc5ccccc5cc4c6cc7ccccc7cc6[P]1(c8ccccc8)c9ccccc9)OC(C)=O)=O,CC(O[Pd]1([P](c2ccccc2)(c3ccccc3)c4cc5ccccc5cc4c6cc7ccccc7cc6[P]1(c8ccccc8)c9ccccc9)OC(C)=O)=O,1.0,metal_catalyst,O(C(C)=O)CC,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,847.1960000000003,9.201500000000005,847.1960000000003,9.201500000000005,,,,,cat
66,10.1016/S0376-7388(01)00751-7,2002.0,Journal of Membrane Science,SM240,SM240,SM,400,-1.0,0.0,1,1,,Pd-BINAP,Pd-BINAP,0.5,Ethyl acetate,30.0,150.9,5.03,0.956,30.0,DE,0,CC(O[Pd]1([P](c2ccccc2)(c3ccccc3)c4cc5ccccc5cc4c6cc7ccccc7cc6[P]1(c8ccccc8)c9ccccc9)OC(C)=O)=O,CC(O[Pd]1([P](c2ccccc2)(c3ccccc3)c4cc5ccccc5cc4c6cc7ccccc7cc6[P]1(c8ccccc8)c9ccccc9)OC(C)=O)=O,1.0,metal_catalyst,O(C(C)=O)CC,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,847.1960000000003,9.201500000000005,847.1960000000003,9.201500000000005,,,,,cat
67,10.1016/S0376-7388(01)00751-7,2002.0,Journal of Membrane Science,SM240,SM240,SM,400,-1.0,0.0,1,1,,Pd-BINAP,Pd-BINAP,0.5,Ethyl acetate,30.0,131.0,4.366666667,0.983,20.0,DE,0,CC(O[Pd]1([P](c2ccccc2)(c3ccccc3)c4cc5ccccc5cc4c6cc7ccccc7cc6[P]1(c8ccccc8)c9ccccc9)OC(C)=O)=O,CC(O[Pd]1([P](c2ccccc2)(c3ccccc3)c4cc5ccccc5cc4c6cc7ccccc7cc6[P]1(c8ccccc8)c9ccccc9)OC(C)=O)=O,1.0,metal_catalyst,O(C(C)=O)CC,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,847.1960000000003,9.201500000000005,847.1960000000003,9.201500000000005,,,,,cat
68,10.1016/S0376-7388(01)00751-7,2002.0,Journal of Membrane Science,Desal-5,Desal5DL,Desal5,300,45.66666667,-10.33333333,0,0,,Jacobsen Catalyst,Jacobsen Catalyst,0.5,Tetrahydrofuran,25.0,31.9,1.276,0.779,20.0,DE,0,CC(c1cc(C=[N]2[C@H]3CCCC[C@@H]3[N]4=Cc5cc(C(C)(C)C)cc(C(C)(C)C)c5O[Mn]42(Cl)O6)c6c(C(C)(C)C)c1)(C)C,CC(c1cc(C=[N]2[C@H]3CCCC[C@@H]3[N]4=Cc5cc(C(C)(C)C)cc(C(C)(C)C)c5O[Mn]42(Cl)O6)c6c(C(C)(C)C)c1)(C)C,1.0,metal_catalyst,C1CCOC1,72.107,0.46,0.55,889.0,7.58,16.8,5.7,8.0,81.7,635.2149999999999,10.098999999999995,635.2149999999999,10.098999999999995,,,,,cat
69,10.1016/S0376-7388(01)00751-7,2002.0,Journal of Membrane Science,MPF50,MPF50,MPF,700,-1.0,0.0,1,1,,Jacobsen Catalyst,Jacobsen Catalyst,0.5,Tetrahydrofuran,20.0,107.1,5.355,0.942,20.0,DE,0,CC(c1cc(C=[N]2[C@H]3CCCC[C@@H]3[N]4=Cc5cc(C(C)(C)C)cc(C(C)(C)C)c5O[Mn]42(Cl)O6)c6c(C(C)(C)C)c1)(C)C,CC(c1cc(C=[N]2[C@H]3CCCC[C@@H]3[N]4=Cc5cc(C(C)(C)C)cc(C(C)(C)C)c5O[Mn]42(Cl)O6)c6c(C(C)(C)C)c1)(C)C,1.0,metal_catalyst,C1CCOC1,72.107,0.46,0.55,889.0,7.58,16.8,5.7,8.0,81.7,635.2149999999999,10.098999999999995,635.2149999999999,10.098999999999995,,,,,cat
70,10.1016/S0376-7388(01)00751-7,2002.0,Journal of Membrane Science,MPF50,MPF50,MPF,700,-1.0,0.0,1,1,,Pd-BINAP,Pd-BINAP,0.5,Tetrahydrofuran,25.0,182.6,7.304,0.947,40.0,DE,0,CC(O[Pd]1([P](c2ccccc2)(c3ccccc3)c4cc5ccccc5cc4c6cc7ccccc7cc6[P]1(c8ccccc8)c9ccccc9)OC(C)=O)=O,CC(O[Pd]1([P](c2ccccc2)(c3ccccc3)c4cc5ccccc5cc4c6cc7ccccc7cc6[P]1(c8ccccc8)c9ccccc9)OC(C)=O)=O,1.0,metal_catalyst,C1CCOC1,72.107,0.46,0.55,889.0,7.58,16.8,5.7,8.0,81.7,847.1960000000003,9.201500000000005,847.1960000000003,9.201500000000005,,,,,cat
