SMILES,[Toxicity/AMES Mutagenesis] Predictions,[Toxicity/AMES Mutagenesis] Probability,[Toxicity/AMES Mutagenesis] Interpretation,[Toxicity/Avian] Predictions,[Toxicity/Avian] Probability,[Toxicity/Avian] Interpretation,[Toxicity/Bee] Predictions,[Toxicity/Bee] Probability,[Toxicity/Bee] Interpretation,[Toxicity/Bioconcentration Factor] Predictions,[Toxicity/Bioconcentration Factor] Interpretation,[Toxicity/Biodegradation] Predictions,[Toxicity/Biodegradation] Probability,[Toxicity/Biodegradation] Interpretation,[Toxicity/Carcinogenesis] Predictions,[Toxicity/Carcinogenesis] Probability,[Toxicity/Carcinogenesis] Interpretation,[Toxicity/Crustacean] Predictions,[Toxicity/Crustacean] Probability,[Toxicity/Crustacean] Interpretation,[Toxicity/Liver Injury I (DILI)] Predictions,[Toxicity/Liver Injury I (DILI)] Probability,[Toxicity/Liver Injury I (DILI)] Interpretation,[Toxicity/Eye Corrosion] Predictions,[Toxicity/Eye Corrosion] Probability,[Toxicity/Eye Corrosion] Interpretation,[Toxicity/Eye irritation] Predictions,[Toxicity/Eye irritation] Probability,[Toxicity/Eye irritation] Interpretation,[Toxicity/Maximum Tolerated Dose] Predictions,[Toxicity/Maximum Tolerated Dose] Interpretation,[Toxicity/Liver Injury II] Predictions,[Toxicity/Liver Injury II] Probability,[Toxicity/Liver Injury II] Interpretation,[Toxicity/hERG Blockers] Predictions,[Toxicity/hERG Blockers] Probability,[Toxicity/hERG Blockers] Interpretation,[Toxicity/Daphnia Maga] Predictions,[Toxicity/Daphnia Maga] Interpretation,[Toxicity/Micronucleos] Predictions,[Toxicity/Micronucleos] Probability,[Toxicity/Micronucleos] Interpretation,[Toxicity/NR-AhR] Predictions,[Toxicity/NR-AhR] Probability,[Toxicity/NR-AhR] Interpretation,[Toxicity/NR-AR] Predictions,[Toxicity/NR-AR] Probability,[Toxicity/NR-AR] Interpretation,[Toxicity/NR-AR-LBD] Predictions,[Toxicity/NR-AR-LBD] Probability,[Toxicity/NR-AR-LBD] Interpretation,[Toxicity/NR-Aromatase] Predictions,[Toxicity/NR-Aromatase] Probability,[Toxicity/NR-Aromatase] Interpretation,[Toxicity/NR-ER] Predictions,[Toxicity/NR-ER] Probability,[Toxicity/NR-ER] Interpretation,[Toxicity/NR-ER-LBD] Predictions,[Toxicity/NR-ER-LBD] Probability,[Toxicity/NR-ER-LBD] Interpretation,[Toxicity/NR-GR] Predictions,[Toxicity/NR-GR] Probability,[Toxicity/NR-GR] Interpretation,[Toxicity/NR-PPAR-gamma] Predictions,[Toxicity/NR-PPAR-gamma] Probability,[Toxicity/NR-PPAR-gamma] Interpretation,[Toxicity/NR-TR] Predictions,[Toxicity/NR-TR] Probability,[Toxicity/NR-TR] Interpretation,[Toxicity/T. Pyriformis] Predictions,[Toxicity/T. Pyriformis] Interpretation,[Toxicity/Rat (Acute)] Predictions,[Toxicity/Rat (Acute)] Interpretation,[Toxicity/Rat (Chronic Oral)] Predictions,[Toxicity/Rat (Chronic Oral)] Interpretation,[Toxicity/Fathead Minnow] Predictions,[Toxicity/Fathead Minnow] Interpretation,[Toxicity/Respiratory Disease] Predictions,[Toxicity/Respiratory Disease] Probability,[Toxicity/Respiratory Disease] Interpretation,[Toxicity/Skin Sensitisation] Predictions,[Toxicity/Skin Sensitisation] Probability,[Toxicity/Skin Sensitisation] Interpretation,[Toxicity/SR-ARE] Predictions,[Toxicity/SR-ARE] Probability,[Toxicity/SR-ARE] Interpretation,[Toxicity/SR-ATAD5] Predictions,[Toxicity/SR-ATAD5] Probability,[Toxicity/SR-ATAD5] Interpretation,[Toxicity/SR-HSE] Predictions,[Toxicity/SR-HSE] Probability,[Toxicity/SR-HSE] Interpretation,[Toxicity/SR-MMP] Predictions,[Toxicity/SR-MMP] Probability,[Toxicity/SR-MMP] Interpretation,[Toxicity/SR-p53] Predictions,[Toxicity/SR-p53] Probability,[Toxicity/SR-p53] Interpretation
COc1cc(Cl)nc(Nc2c(NS(=O)(=O)c3cc([N+](=O)[O-])ccc3NC3CCCCC3)c(=O)c2=O)n1,Safe,0.008,Safe  (High Confidence),Safe,0.039,Safe  (High Confidence),Toxic,0.703,Toxic  (Medium Confidence),0.370,None,Safe,0.000,Safe  (High Confidence),Safe,0.065,Safe  (High Confidence),Safe,0.116,Safe  (High Confidence),Toxic,0.939,Toxic  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.017,Safe  (High Confidence),0.650,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.925,Toxic  (High Confidence),Safe,0.006,Safe  (High Confidence),5.940,None,Toxic,1.000,Toxic  (High Confidence),Safe,0.005,Safe  (High Confidence),Safe,0.065,Safe  (High Confidence),Safe,0.116,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.032,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.279,Safe  (Medium Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.002,Safe  (High Confidence),-432.770,PIGC50% > -0.5 log ug/L: toxic,2.140,None,2.330,None,5.970,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.671,Toxic  (Medium Confidence),Toxic,0.515,Toxic  (Low Confidence),Toxic,0.929,Toxic  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.024,Safe  (High Confidence),Toxic,0.743,Toxic  (Medium Confidence),Safe,0.033,Safe  (High Confidence)
Cc1csc(=S)n1-c1ccccc1Nc1c(Nc2nc(-c3ccc(Cl)c(Cl)c3Cl)c(-n3cncn3)s2)c(=O)c(=O)c1=O,Toxic,0.657,Toxic  (Low Confidence),Safe,0.268,Safe  (Medium Confidence),Toxic,0.682,Toxic  (Medium Confidence),0.900,None,Safe,0.000,Safe  (High Confidence),Safe,0.370,Safe  (Low Confidence),Toxic,1.000,Toxic  (High Confidence),Toxic,0.776,Toxic  (Medium Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.010,Safe  (High Confidence),0.660,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.971,Toxic  (High Confidence),Safe,0.000,Safe  (High Confidence),5.680,None,Toxic,1.000,Toxic  (High Confidence),Safe,0.446,Safe  (Low Confidence),Safe,0.085,Safe  (High Confidence),Toxic,0.839,Toxic  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.267,Safe  (Medium Confidence),Safe,0.001,Safe  (High Confidence),Toxic,0.856,Toxic  (High Confidence),Safe,0.105,Safe  (High Confidence),Toxic,0.992,Toxic  (High Confidence),-22963.990,PIGC50% > -0.5 log ug/L: toxic,2.750,None,0.510,None,50.820,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.064,Safe  (High Confidence),Safe,0.259,Safe  (Medium Confidence),Toxic,0.990,Toxic  (High Confidence),Safe,0.436,Safe  (Low Confidence),Toxic,0.869,Toxic  (High Confidence),Toxic,0.847,Toxic  (High Confidence),Toxic,1.000,Toxic  (High Confidence)
COC(=O)Nc1cc(NC(=S)N[C@@H]2CCCC[C@H]2/N=C/c2cc(C(C)(C)C)cc(C(C)(C)C)c2O)ccc1C,Safe,0.004,Safe  (High Confidence),Safe,0.021,Safe  (High Confidence),Toxic,0.787,Toxic  (Medium Confidence),0.680,None,Safe,0.000,Safe  (High Confidence),Safe,0.041,Safe  (High Confidence),Toxic,1.000,Toxic  (High Confidence),Toxic,0.809,Toxic  (Medium Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.010,Safe  (High Confidence),-0.600,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.594,Toxic  (Low Confidence),Toxic,0.923,Toxic  (High Confidence),5.990,None,Toxic,0.953,Toxic  (High Confidence),Safe,0.249,Safe  (Medium Confidence),Safe,0.138,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.036,Safe  (High Confidence),Safe,0.102,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Toxic,0.801,Toxic  (Medium Confidence),Safe,0.046,Safe  (High Confidence),Toxic,0.846,Toxic  (High Confidence),-988.150,PIGC50% > -0.5 log ug/L: toxic,2.470,None,1.750,None,7.220,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.369,Safe  (Low Confidence),Toxic,0.593,Toxic  (Low Confidence),Toxic,0.889,Toxic  (High Confidence),Safe,0.031,Safe  (High Confidence),Safe,0.389,Safe  (Low Confidence),Toxic,0.597,Toxic  (Low Confidence),Safe,0.000,Safe  (High Confidence)
O=[N+]([O-])c1cnc(Nc2c(NCc3ccc(Br)cc3)c(=S)c2=S)s1,Toxic,0.976,Toxic  (High Confidence),Safe,0.098,Safe  (High Confidence),Safe,0.464,Safe  (Low Confidence),1.410,None,Safe,0.000,Safe  (High Confidence),Toxic,0.693,Toxic  (Medium Confidence),Toxic,0.993,Toxic  (High Confidence),Toxic,0.925,Toxic  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.043,Safe  (High Confidence),0.800,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.820,Toxic  (Medium Confidence),Safe,0.000,Safe  (High Confidence),5.400,None,Toxic,0.996,Toxic  (High Confidence),Toxic,0.969,Toxic  (High Confidence),Safe,0.123,Safe  (High Confidence),Safe,0.196,Safe  (Medium Confidence),Safe,0.138,Safe  (High Confidence),Safe,0.363,Safe  (Low Confidence),Safe,0.010,Safe  (High Confidence),Toxic,0.792,Toxic  (Medium Confidence),Safe,0.201,Safe  (Medium Confidence),Toxic,0.984,Toxic  (High Confidence),3.280,PIGC50% > -0.5 log ug/L: toxic,2.470,None,1.140,None,4.770,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.169,Safe  (Medium Confidence),Toxic,0.556,Toxic  (Low Confidence),Toxic,0.965,Toxic  (High Confidence),Toxic,0.686,Toxic  (Medium Confidence),Toxic,0.734,Toxic  (Medium Confidence),Toxic,0.897,Toxic  (High Confidence),Toxic,0.877,Toxic  (High Confidence)
CC[C@@H](Nc1c(Nc2nc(-c3ccccc3)nc3ccccc23)c1=O)P(=O)(Oc1ccccc1)Oc1ccccc1,Safe,0.012,Safe  (High Confidence),Safe,0.141,Safe  (High Confidence),Toxic,0.610,Toxic  (Low Confidence),1.390,None,Safe,0.000,Safe  (High Confidence),Safe,0.053,Safe  (High Confidence),Toxic,1.000,Toxic  (High Confidence),Toxic,0.854,Toxic  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.022,Safe  (High Confidence),-0.160,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.922,Toxic  (High Confidence),Safe,0.101,Safe  (High Confidence),6.120,None,Toxic,0.999,Toxic  (High Confidence),Toxic,0.828,Toxic  (Medium Confidence),Safe,0.173,Safe  (Medium Confidence),Safe,0.057,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.161,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.186,Safe  (Medium Confidence),Safe,0.004,Safe  (High Confidence),Safe,0.004,Safe  (High Confidence),-22802.690,PIGC50% > -0.5 log ug/L: toxic,2.700,None,1.780,None,48.540,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.000,Safe  (High Confidence),Safe,0.221,Safe  (Medium Confidence),Safe,0.173,Safe  (Medium Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.005,Safe  (High Confidence),Toxic,0.988,Toxic  (High Confidence),Safe,0.049,Safe  (High Confidence)
CCCOC(=O)CNc1c(NS(=O)(=O)C(F)(F)F)c(=O)c1=O,Safe,0.003,Safe  (High Confidence),Safe,0.064,Safe  (High Confidence),Toxic,0.517,Toxic  (Low Confidence),0.460,None,Safe,0.022,Safe  (High Confidence),Safe,0.017,Safe  (High Confidence),Safe,0.334,Safe  (Low Confidence),Safe,0.431,Safe  (Low Confidence),Safe,0.012,Safe  (High Confidence),Safe,0.349,Safe  (Low Confidence),1.140,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.784,Toxic  (Medium Confidence),Safe,0.000,Safe  (High Confidence),5.720,None,Toxic,0.999,Toxic  (High Confidence),Safe,0.005,Safe  (High Confidence),Safe,0.035,Safe  (High Confidence),Safe,0.063,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.035,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.019,Safe  (High Confidence),Safe,0.005,Safe  (High Confidence),Safe,0.003,Safe  (High Confidence),3.730,PIGC50% > -0.5 log ug/L: toxic,2.520,None,1.880,None,4.240,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.228,Safe  (Medium Confidence),Toxic,0.544,Toxic  (Low Confidence),Safe,0.030,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.084,Safe  (High Confidence),Safe,0.018,Safe  (High Confidence),Safe,0.037,Safe  (High Confidence)
O=C(NCc1ccc2ccc3cccc4ccc1c2c34)Nc1cccc2cc[nH]c12,Safe,0.103,Safe  (High Confidence),Safe,0.203,Safe  (Medium Confidence),Safe,0.158,Safe  (High Confidence),1.380,None,Safe,0.004,Safe  (High Confidence),Toxic,0.894,Toxic  (High Confidence),Toxic,1.000,Toxic  (High Confidence),Toxic,0.993,Toxic  (High Confidence),Safe,0.000,Safe  (High Confidence),Toxic,0.950,Toxic  (High Confidence),0.710,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.891,Toxic  (High Confidence),Safe,0.000,Safe  (High Confidence),5.640,None,Toxic,1.000,Toxic  (High Confidence),Toxic,0.949,Toxic  (High Confidence),Safe,0.298,Safe  (Medium Confidence),Safe,0.158,Safe  (High Confidence),Safe,0.073,Safe  (High Confidence),Safe,0.119,Safe  (High Confidence),Safe,0.038,Safe  (High Confidence),Toxic,0.974,Toxic  (High Confidence),Safe,0.000,Safe  (High Confidence),Toxic,0.845,Toxic  (High Confidence),-111.620,PIGC50% > -0.5 log ug/L: toxic,2.350,None,2.190,None,5.600,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.000,Safe  (High Confidence),Toxic,0.646,Toxic  (Low Confidence),Toxic,0.993,Toxic  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.049,Safe  (High Confidence),Toxic,0.889,Toxic  (High Confidence),Safe,0.100,Safe  (High Confidence)
CCNC(=O)c1cc(Nc2c(NC(=O)c3ccc(C(F)(F)F)cc3)c(=S)c2=S)ccc1OC,Toxic,0.804,Toxic  (Medium Confidence),Safe,0.049,Safe  (High Confidence),Toxic,0.551,Toxic  (Low Confidence),0.400,None,Safe,0.000,Safe  (High Confidence),Safe,0.144,Safe  (High Confidence),Toxic,0.967,Toxic  (High Confidence),Toxic,0.640,Toxic  (Low Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.023,Safe  (High Confidence),0.680,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.870,Toxic  (High Confidence),Safe,0.000,Safe  (High Confidence),6.400,None,Toxic,0.999,Toxic  (High Confidence),Toxic,0.569,Toxic  (Low Confidence),Safe,0.153,Safe  (High Confidence),Safe,0.017,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.079,Safe  (High Confidence),Safe,0.004,Safe  (High Confidence),Safe,0.469,Safe  (Low Confidence),Safe,0.029,Safe  (High Confidence),Toxic,0.928,Toxic  (High Confidence),-73.920,PIGC50% > -0.5 log ug/L: toxic,2.300,None,1.830,None,5.190,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.761,Toxic  (Medium Confidence),Safe,0.384,Safe  (Low Confidence),Safe,0.425,Safe  (Low Confidence),Safe,0.051,Safe  (High Confidence),Safe,0.088,Safe  (High Confidence),Toxic,0.890,Toxic  (High Confidence),Safe,0.113,Safe  (High Confidence)
O=C(Nc1c(NCS(=O)(=O)O)c(=O)c1=O)c1ccc(Br)cc1,Safe,0.003,Safe  (High Confidence),Safe,0.020,Safe  (High Confidence),Safe,0.222,Safe  (Medium Confidence),0.140,None,Safe,0.008,Safe  (High Confidence),Safe,0.087,Safe  (High Confidence),Safe,0.451,Safe  (Low Confidence),Toxic,0.611,Toxic  (Low Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.010,Safe  (High Confidence),1.140,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.597,Toxic  (Low Confidence),Safe,0.015,Safe  (High Confidence),5.020,None,Toxic,0.999,Toxic  (High Confidence),Safe,0.043,Safe  (High Confidence),Safe,0.089,Safe  (High Confidence),Safe,0.011,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.038,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.002,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),1.940,PIGC50% > -0.5 log ug/L: toxic,1.940,None,2.530,None,3.890,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.707,Toxic  (Medium Confidence),Safe,0.408,Safe  (Low Confidence),Safe,0.045,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.024,Safe  (High Confidence),Safe,0.003,Safe  (High Confidence),Safe,0.003,Safe  (High Confidence)
Cc1ccc(C(=O)c2ccc(CNC(=S)Nc3nc(-c4ccccc4)n[nH]3)cc2)cc1,Safe,0.006,Safe  (High Confidence),Safe,0.014,Safe  (High Confidence),Safe,0.468,Safe  (Low Confidence),1.290,None,Safe,0.000,Safe  (High Confidence),Safe,0.193,Safe  (Medium Confidence),Toxic,0.999,Toxic  (High Confidence),Toxic,0.923,Toxic  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.019,Safe  (High Confidence),0.070,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.802,Toxic  (Medium Confidence),Safe,0.132,Safe  (High Confidence),4.150,None,Toxic,0.999,Toxic  (High Confidence),Safe,0.420,Safe  (Low Confidence),Safe,0.044,Safe  (High Confidence),Safe,0.020,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.315,Safe  (Medium Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.125,Safe  (High Confidence),Safe,0.003,Safe  (High Confidence),Toxic,0.547,Toxic  (Low Confidence),-94.870,PIGC50% > -0.5 log ug/L: toxic,2.850,None,2.040,None,5.130,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.752,Toxic  (Medium Confidence),Safe,0.487,Safe  (Low Confidence),Toxic,0.767,Toxic  (Medium Confidence),Safe,0.147,Safe  (High Confidence),Safe,0.023,Safe  (High Confidence),Toxic,0.943,Toxic  (High Confidence),Safe,0.000,Safe  (High Confidence)
CCCCc1cc2cc(C(F)(F)F)cc(NC(=S)Nc3cccc4c(OCC(C)C)cc(C(=O)NCc5c(F)c(F)c(F)c(F)c5F)nc34)c2[nH]1,Toxic,0.818,Toxic  (Medium Confidence),Safe,0.007,Safe  (High Confidence),Toxic,0.729,Toxic  (Medium Confidence),-5.220,None,Safe,0.000,Safe  (High Confidence),Safe,0.032,Safe  (High Confidence),Toxic,1.000,Toxic  (High Confidence),Toxic,0.828,Toxic  (Medium Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.020,Safe  (High Confidence),-0.130,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.919,Toxic  (High Confidence),Safe,0.188,Safe  (Medium Confidence),7.870,None,Toxic,1.000,Toxic  (High Confidence),Safe,0.004,Safe  (High Confidence),Safe,0.240,Safe  (Medium Confidence),Safe,0.019,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.027,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.107,Safe  (High Confidence),Safe,0.012,Safe  (High Confidence),Toxic,0.994,Toxic  (High Confidence),-619413.860,PIGC50% > -0.5 log ug/L: toxic,2.740,None,1.770,None,792.630,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.989,Toxic  (High Confidence),Safe,0.210,Safe  (Medium Confidence),Toxic,0.752,Toxic  (Medium Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.006,Safe  (High Confidence),Toxic,0.981,Toxic  (High Confidence),Toxic,0.758,Toxic  (Medium Confidence)
O=C(NC(=O)C12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)Nc1ccccc1C(=O)Cc1cccc(Br)c1,Safe,0.000,Safe  (High Confidence),Safe,0.026,Safe  (High Confidence),Toxic,0.870,Toxic  (High Confidence),0.260,None,Safe,0.000,Safe  (High Confidence),Safe,0.050,Safe  (High Confidence),Toxic,0.954,Toxic  (High Confidence),Safe,0.380,Safe  (Low Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),0.420,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.783,Toxic  (Medium Confidence),Toxic,0.839,Toxic  (High Confidence),6.820,None,Toxic,0.893,Toxic  (High Confidence),Safe,0.054,Safe  (High Confidence),Toxic,0.508,Toxic  (Low Confidence),Safe,0.008,Safe  (High Confidence),Safe,0.046,Safe  (High Confidence),Safe,0.127,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.371,Safe  (Low Confidence),Safe,0.007,Safe  (High Confidence),Safe,0.264,Safe  (Medium Confidence),-113.740,PIGC50% > -0.5 log ug/L: toxic,2.510,None,2.150,None,4.320,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.175,Safe  (Medium Confidence),Safe,0.470,Safe  (Low Confidence),Toxic,0.663,Toxic  (Low Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.212,Safe  (Medium Confidence),Toxic,0.959,Toxic  (High Confidence),Safe,0.001,Safe  (High Confidence)
CCc1nn(C)c(C(=O)NS(=O)(=O)Nc2nnc(-c3ccncc3)s2)c1Cl,Safe,0.000,Safe  (High Confidence),Safe,0.119,Safe  (High Confidence),Safe,0.451,Safe  (Low Confidence),-0.500,None,Safe,0.001,Safe  (High Confidence),Safe,0.110,Safe  (High Confidence),Safe,0.011,Safe  (High Confidence),Safe,0.411,Safe  (Low Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.002,Safe  (High Confidence),1.060,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.914,Toxic  (High Confidence),Safe,0.050,Safe  (High Confidence),5.600,None,Toxic,0.998,Toxic  (High Confidence),Safe,0.262,Safe  (Medium Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.009,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.032,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.060,Safe  (High Confidence),Safe,0.011,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),-3.460,PIGC50% > -0.5 log ug/L: toxic,2.200,None,1.370,None,4.790,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.969,Toxic  (High Confidence),Safe,0.485,Safe  (Low Confidence),Safe,0.144,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.022,Safe  (High Confidence),Safe,0.009,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence)
CC(=O)N[C@@H](Cc1ccccc1)Nc1c(Nc2ccccc2/N=C/c2ccc([N+](=O)[O-])cc2)c(=O)c(=O)c1=O,Toxic,0.989,Toxic  (High Confidence),Safe,0.078,Safe  (High Confidence),Safe,0.384,Safe  (Low Confidence),1.040,None,Safe,0.000,Safe  (High Confidence),Safe,0.141,Safe  (High Confidence),Toxic,0.989,Toxic  (High Confidence),Toxic,0.962,Toxic  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.028,Safe  (High Confidence),0.180,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.953,Toxic  (High Confidence),Safe,0.085,Safe  (High Confidence),6.500,None,Toxic,1.000,Toxic  (High Confidence),Safe,0.438,Safe  (Low Confidence),Safe,0.178,Safe  (Medium Confidence),Safe,0.117,Safe  (High Confidence),Safe,0.036,Safe  (High Confidence),Safe,0.139,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Toxic,0.690,Toxic  (Medium Confidence),Safe,0.003,Safe  (High Confidence),Safe,0.022,Safe  (High Confidence),-2727.940,PIGC50% > -0.5 log ug/L: toxic,2.350,None,2.220,None,15.110,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.056,Safe  (High Confidence),Toxic,0.613,Toxic  (Low Confidence),Toxic,0.517,Toxic  (Low Confidence),Toxic,0.528,Toxic  (Low Confidence),Safe,0.210,Safe  (Medium Confidence),Toxic,0.990,Toxic  (High Confidence),Safe,0.291,Safe  (Medium Confidence)
