SMILES,[Toxicity/AMES Mutagenesis] Predictions,[Toxicity/AMES Mutagenesis] Probability,[Toxicity/AMES Mutagenesis] Interpretation,[Toxicity/Avian] Predictions,[Toxicity/Avian] Probability,[Toxicity/Avian] Interpretation,[Toxicity/Bee] Predictions,[Toxicity/Bee] Probability,[Toxicity/Bee] Interpretation,[Toxicity/Bioconcentration Factor] Predictions,[Toxicity/Bioconcentration Factor] Interpretation,[Toxicity/Biodegradation] Predictions,[Toxicity/Biodegradation] Probability,[Toxicity/Biodegradation] Interpretation,[Toxicity/Carcinogenesis] Predictions,[Toxicity/Carcinogenesis] Probability,[Toxicity/Carcinogenesis] Interpretation,[Toxicity/Crustacean] Predictions,[Toxicity/Crustacean] Probability,[Toxicity/Crustacean] Interpretation,[Toxicity/Liver Injury I (DILI)] Predictions,[Toxicity/Liver Injury I (DILI)] Probability,[Toxicity/Liver Injury I (DILI)] Interpretation,[Toxicity/Eye Corrosion] Predictions,[Toxicity/Eye Corrosion] Probability,[Toxicity/Eye Corrosion] Interpretation,[Toxicity/Eye irritation] Predictions,[Toxicity/Eye irritation] Probability,[Toxicity/Eye irritation] Interpretation,[Toxicity/Maximum Tolerated Dose] Predictions,[Toxicity/Maximum Tolerated Dose] Interpretation,[Toxicity/Liver Injury II] Predictions,[Toxicity/Liver Injury II] Probability,[Toxicity/Liver Injury II] Interpretation,[Toxicity/hERG Blockers] Predictions,[Toxicity/hERG Blockers] Probability,[Toxicity/hERG Blockers] Interpretation,[Toxicity/Daphnia Maga] Predictions,[Toxicity/Daphnia Maga] Interpretation,[Toxicity/Micronucleos] Predictions,[Toxicity/Micronucleos] Probability,[Toxicity/Micronucleos] Interpretation,[Toxicity/NR-AhR] Predictions,[Toxicity/NR-AhR] Probability,[Toxicity/NR-AhR] Interpretation,[Toxicity/NR-AR] Predictions,[Toxicity/NR-AR] Probability,[Toxicity/NR-AR] Interpretation,[Toxicity/NR-AR-LBD] Predictions,[Toxicity/NR-AR-LBD] Probability,[Toxicity/NR-AR-LBD] Interpretation,[Toxicity/NR-Aromatase] Predictions,[Toxicity/NR-Aromatase] Probability,[Toxicity/NR-Aromatase] Interpretation,[Toxicity/NR-ER] Predictions,[Toxicity/NR-ER] Probability,[Toxicity/NR-ER] Interpretation,[Toxicity/NR-ER-LBD] Predictions,[Toxicity/NR-ER-LBD] Probability,[Toxicity/NR-ER-LBD] Interpretation,[Toxicity/NR-GR] Predictions,[Toxicity/NR-GR] Probability,[Toxicity/NR-GR] Interpretation,[Toxicity/NR-PPAR-gamma] Predictions,[Toxicity/NR-PPAR-gamma] Probability,[Toxicity/NR-PPAR-gamma] Interpretation,[Toxicity/NR-TR] Predictions,[Toxicity/NR-TR] Probability,[Toxicity/NR-TR] Interpretation,[Toxicity/T. Pyriformis] Predictions,[Toxicity/T. Pyriformis] Interpretation,[Toxicity/Rat (Acute)] Predictions,[Toxicity/Rat (Acute)] Interpretation,[Toxicity/Rat (Chronic Oral)] Predictions,[Toxicity/Rat (Chronic Oral)] Interpretation,[Toxicity/Fathead Minnow] Predictions,[Toxicity/Fathead Minnow] Interpretation,[Toxicity/Respiratory Disease] Predictions,[Toxicity/Respiratory Disease] Probability,[Toxicity/Respiratory Disease] Interpretation,[Toxicity/Skin Sensitisation] Predictions,[Toxicity/Skin Sensitisation] Probability,[Toxicity/Skin Sensitisation] Interpretation,[Toxicity/SR-ARE] Predictions,[Toxicity/SR-ARE] Probability,[Toxicity/SR-ARE] Interpretation,[Toxicity/SR-ATAD5] Predictions,[Toxicity/SR-ATAD5] Probability,[Toxicity/SR-ATAD5] Interpretation,[Toxicity/SR-HSE] Predictions,[Toxicity/SR-HSE] Probability,[Toxicity/SR-HSE] Interpretation,[Toxicity/SR-MMP] Predictions,[Toxicity/SR-MMP] Probability,[Toxicity/SR-MMP] Interpretation,[Toxicity/SR-p53] Predictions,[Toxicity/SR-p53] Probability,[Toxicity/SR-p53] Interpretation
c1(/C2=N/C3=N/C(c4ccccc43)=N\5)ccccc1/C(N2)=N/C6=N/C(c7ccccc76)=N\C8=c(cccc9)c9=C5N8,Safe,0.000,Safe  (High Confidence),Safe,0.002,Safe  (High Confidence),Safe,0.073,Safe  (High Confidence),-1.180,None,Safe,0.000,Safe  (High Confidence),Safe,0.159,Safe  (High Confidence),Toxic,1.000,Toxic  (High Confidence),Toxic,0.897,Toxic  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.097,Safe  (High Confidence),-0.530,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.835,Toxic  (High Confidence),Safe,0.414,Safe  (Low Confidence),2.910,None,Toxic,1.000,Toxic  (High Confidence),Toxic,0.989,Toxic  (High Confidence),Safe,0.286,Safe  (Medium Confidence),Toxic,0.805,Toxic  (Medium Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.241,Safe  (Medium Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.076,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Toxic,0.907,Toxic  (High Confidence),-35544.500,PIGC50% > -0.5 log ug/L: toxic,3.110,None,3.760,None,59.920,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.011,Safe  (High Confidence),Safe,0.191,Safe  (Medium Confidence),Toxic,0.926,Toxic  (High Confidence),Safe,0.033,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Toxic,0.995,Toxic  (High Confidence),Toxic,1.000,Toxic  (High Confidence)
c1(c(cccc1)c2n3[Cu]45[N](C(c6ccccc67)=N8)=C7N=2)c3=NC9=[N]4C(c%10ccccc%109)=Nc%11n5c8c%12c%11cccc%12,Toxic,0.997,Toxic  (High Confidence),Safe,0.253,Safe  (Medium Confidence),Safe,0.208,Safe  (Medium Confidence),-2.320,None,Safe,0.000,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Toxic,1.000,Toxic  (High Confidence),Safe,0.003,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.126,Safe  (High Confidence),-0.410,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.950,Toxic  (High Confidence),Safe,0.003,Safe  (High Confidence),8.460,None,Toxic,1.000,Toxic  (High Confidence),Safe,0.058,Safe  (High Confidence),Safe,0.107,Safe  (High Confidence),Safe,0.029,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.014,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.175,Safe  (Medium Confidence),Safe,0.001,Safe  (High Confidence),Toxic,0.548,Toxic  (Low Confidence),-123947.140,PIGC50% > -0.5 log ug/L: toxic,2.660,None,-0.050,None,171.440,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.032,Safe  (High Confidence),Toxic,0.910,Toxic  (High Confidence),Safe,0.102,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.347,Safe  (Low Confidence),Toxic,0.952,Toxic  (High Confidence),Toxic,0.948,Toxic  (High Confidence)
CN(c1ccc(P(C(C)(C)C)C(C)(C)C)cc1)C,Safe,0.002,Safe  (High Confidence),Safe,0.369,Safe  (Low Confidence),Toxic,0.679,Toxic  (Medium Confidence),3.380,None,Safe,0.019,Safe  (High Confidence),Safe,0.388,Safe  (Low Confidence),Toxic,0.995,Toxic  (High Confidence),Safe,0.257,Safe  (Medium Confidence),Safe,0.213,Safe  (Medium Confidence),Toxic,0.916,Toxic  (High Confidence),0.700,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Safe,0.440,Safe  (Low Confidence),Safe,0.000,Safe  (High Confidence),6.610,None,Safe,0.013,Safe  (High Confidence),Safe,0.035,Safe  (High Confidence),Safe,0.056,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.248,Safe  (Medium Confidence),Safe,0.074,Safe  (High Confidence),Safe,0.071,Safe  (High Confidence),Safe,0.019,Safe  (High Confidence),Safe,0.015,Safe  (High Confidence),Safe,0.426,Safe  (Low Confidence),4.640,PIGC50% > -0.5 log ug/L: toxic,2.490,None,1.220,None,4.760,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.126,Safe  (High Confidence),Toxic,0.768,Toxic  (Medium Confidence),Safe,0.020,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.170,Safe  (Medium Confidence),Safe,0.165,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence)
CC(C)(P(c1c(c2ccccc2)cccc1)C(C)(C)C)C,Safe,0.000,Safe  (High Confidence),Safe,0.433,Safe  (Low Confidence),Safe,0.479,Safe  (Low Confidence),4.170,None,Safe,0.013,Safe  (High Confidence),Safe,0.498,Safe  (Low Confidence),Toxic,1.000,Toxic  (High Confidence),Safe,0.287,Safe  (Medium Confidence),Safe,0.032,Safe  (High Confidence),Toxic,0.922,Toxic  (High Confidence),0.550,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.584,Toxic  (Low Confidence),Safe,0.125,Safe  (High Confidence),7.190,None,Safe,0.063,Safe  (High Confidence),Safe,0.003,Safe  (High Confidence),Safe,0.102,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.005,Safe  (High Confidence),Safe,0.137,Safe  (High Confidence),Safe,0.013,Safe  (High Confidence),Safe,0.013,Safe  (High Confidence),Safe,0.004,Safe  (High Confidence),Safe,0.132,Safe  (High Confidence),5.440,PIGC50% > -0.5 log ug/L: toxic,2.270,None,1.610,None,5.290,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.041,Safe  (High Confidence),Toxic,0.774,Toxic  (Medium Confidence),Safe,0.012,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.163,Safe  (High Confidence),Toxic,0.817,Toxic  (Medium Confidence),Safe,0.000,Safe  (High Confidence)
c1(c2ccccc2)ccccc1P(C3CCCCC3)C4CCCCC4,Safe,0.018,Safe  (High Confidence),Safe,0.139,Safe  (High Confidence),Toxic,0.645,Toxic  (Low Confidence),3.270,None,Safe,0.021,Safe  (High Confidence),Safe,0.495,Safe  (Low Confidence),Toxic,0.999,Toxic  (High Confidence),Safe,0.310,Safe  (Medium Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.329,Safe  (Medium Confidence),0.210,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.568,Toxic  (Low Confidence),Safe,0.480,Safe  (Low Confidence),8.290,None,Safe,0.016,Safe  (High Confidence),Safe,0.022,Safe  (High Confidence),Safe,0.178,Safe  (Medium Confidence),Safe,0.003,Safe  (High Confidence),Toxic,0.752,Toxic  (Medium Confidence),Safe,0.255,Safe  (Medium Confidence),Safe,0.030,Safe  (High Confidence),Safe,0.084,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.429,Safe  (Low Confidence),0.590,PIGC50% > -0.5 log ug/L: toxic,2.130,None,2.290,None,5.000,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.134,Safe  (High Confidence),Toxic,0.816,Toxic  (Medium Confidence),Safe,0.341,Safe  (Low Confidence),Safe,0.000,Safe  (High Confidence),Toxic,0.552,Toxic  (Low Confidence),Toxic,0.640,Toxic  (Low Confidence),Safe,0.002,Safe  (High Confidence)
CN(c1c(c2ccccc2P(C3CCCCC3)C4CCCCC4)cccc1)C,Safe,0.041,Safe  (High Confidence),Safe,0.199,Safe  (Medium Confidence),Toxic,0.722,Toxic  (Medium Confidence),3.260,None,Safe,0.003,Safe  (High Confidence),Safe,0.456,Safe  (Low Confidence),Toxic,0.999,Toxic  (High Confidence),Safe,0.325,Safe  (Medium Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.092,Safe  (High Confidence),0.950,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.581,Toxic  (Low Confidence),Toxic,0.632,Toxic  (Low Confidence),8.800,None,Safe,0.093,Safe  (High Confidence),Safe,0.035,Safe  (High Confidence),Safe,0.206,Safe  (Medium Confidence),Safe,0.006,Safe  (High Confidence),Toxic,0.997,Toxic  (High Confidence),Safe,0.134,Safe  (High Confidence),Safe,0.031,Safe  (High Confidence),Safe,0.296,Safe  (Medium Confidence),Safe,0.001,Safe  (High Confidence),Toxic,0.760,Toxic  (Medium Confidence),-15.320,PIGC50% > -0.5 log ug/L: toxic,2.610,None,2.310,None,5.360,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.984,Toxic  (High Confidence),Toxic,0.790,Toxic  (Medium Confidence),Safe,0.447,Safe  (Low Confidence),Safe,0.000,Safe  (High Confidence),Toxic,0.646,Toxic  (Low Confidence),Safe,0.298,Safe  (Medium Confidence),Safe,0.029,Safe  (High Confidence)
CC(c1c(c2ccccc2P(C3CCCCC3)C4CCCCC4)c(C(C)C)cc(C(C)C)c1)C,Safe,0.000,Safe  (High Confidence),Safe,0.144,Safe  (High Confidence),Toxic,0.895,Toxic  (High Confidence),4.440,None,Safe,0.001,Safe  (High Confidence),Safe,0.412,Safe  (Low Confidence),Toxic,1.000,Toxic  (High Confidence),Safe,0.319,Safe  (Medium Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.322,Safe  (Medium Confidence),-0.190,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Safe,0.496,Safe  (Low Confidence),Toxic,0.963,Toxic  (High Confidence),8.570,None,Safe,0.002,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.097,Safe  (High Confidence),Safe,0.002,Safe  (High Confidence),Toxic,0.991,Toxic  (High Confidence),Safe,0.102,Safe  (High Confidence),Safe,0.002,Safe  (High Confidence),Safe,0.091,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Toxic,0.954,Toxic  (High Confidence),-261.240,PIGC50% > -0.5 log ug/L: toxic,2.620,None,2.610,None,6.200,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.009,Safe  (High Confidence),Toxic,0.894,Toxic  (High Confidence),Safe,0.161,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Toxic,0.593,Toxic  (Low Confidence),Safe,0.033,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence)
CC(C)c1c(c2c(OC)ccc(OC)c2P(C(C)(C)C)C(C)(C)C)c(C(C)C)cc(C(C)C)c1,Safe,0.000,Safe  (High Confidence),Safe,0.135,Safe  (High Confidence),Toxic,0.931,Toxic  (High Confidence),3.830,None,Safe,0.001,Safe  (High Confidence),Safe,0.069,Safe  (High Confidence),Toxic,1.000,Toxic  (High Confidence),Safe,0.359,Safe  (Low Confidence),Safe,0.000,Safe  (High Confidence),Toxic,0.766,Toxic  (Medium Confidence),0.050,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Safe,0.488,Safe  (Low Confidence),Safe,0.357,Safe  (Low Confidence),8.350,None,Safe,0.014,Safe  (High Confidence),Safe,0.004,Safe  (High Confidence),Safe,0.064,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Toxic,0.992,Toxic  (High Confidence),Safe,0.038,Safe  (High Confidence),Safe,0.002,Safe  (High Confidence),Safe,0.063,Safe  (High Confidence),Safe,0.002,Safe  (High Confidence),Toxic,0.889,Toxic  (High Confidence),-45.750,PIGC50% > -0.5 log ug/L: toxic,2.250,None,2.570,None,6.600,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.197,Safe  (Medium Confidence),Toxic,0.807,Toxic  (Medium Confidence),Safe,0.007,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.043,Safe  (High Confidence),Safe,0.007,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence)
N=C(N(C)C)N(C)C,Safe,0.004,Safe  (High Confidence),Safe,0.250,Safe  (Medium Confidence),Safe,0.391,Safe  (Low Confidence),0.170,None,Safe,0.010,Safe  (High Confidence),Safe,0.079,Safe  (High Confidence),Safe,0.120,Safe  (High Confidence),Safe,0.151,Safe  (High Confidence),Toxic,0.609,Toxic  (Low Confidence),Toxic,0.865,Toxic  (High Confidence),0.960,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Safe,0.392,Safe  (Low Confidence),Safe,0.000,Safe  (High Confidence),2.240,None,Toxic,0.843,Toxic  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.021,Safe  (High Confidence),Safe,0.003,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.032,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.004,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.006,Safe  (High Confidence),1.630,PIGC50% > -0.5 log ug/L: toxic,1.580,None,2.070,None,3.050,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.345,Safe  (Low Confidence),Toxic,0.695,Toxic  (Medium Confidence),Safe,0.011,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence)
OC[C@H]1N(C(OC(C)(C)C)=O)CCC1,Safe,0.000,Safe  (High Confidence),Safe,0.038,Safe  (High Confidence),Toxic,0.897,Toxic  (High Confidence),0.290,None,Toxic,0.682,Toxic  (Medium Confidence),Safe,0.324,Safe  (Medium Confidence),Safe,0.151,Safe  (High Confidence),Safe,0.228,Safe  (Medium Confidence),Safe,0.025,Safe  (High Confidence),Safe,0.350,Safe  (Low Confidence),0.290,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.514,Toxic  (Low Confidence),Safe,0.000,Safe  (High Confidence),4.670,None,Safe,0.340,Safe  (Low Confidence),Safe,0.011,Safe  (High Confidence),Safe,0.007,Safe  (High Confidence),Safe,0.011,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.033,Safe  (High Confidence),Safe,0.005,Safe  (High Confidence),Safe,0.009,Safe  (High Confidence),Safe,0.006,Safe  (High Confidence),Safe,0.002,Safe  (High Confidence),0.210,PIGC50% > -0.5 log ug/L: toxic,1.920,None,1.780,None,2.980,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.008,Safe  (High Confidence),Toxic,0.622,Toxic  (Low Confidence),Safe,0.003,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.009,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence)
CCCC[N+](CCCC)(CCCC)CCCC,Safe,0.000,Safe  (High Confidence),Safe,0.042,Safe  (High Confidence),Toxic,0.775,Toxic  (Medium Confidence),1.700,None,Toxic,0.921,Toxic  (High Confidence),Safe,0.066,Safe  (High Confidence),Toxic,0.980,Toxic  (High Confidence),Safe,0.358,Safe  (Low Confidence),Toxic,0.970,Toxic  (High Confidence),Toxic,0.983,Toxic  (High Confidence),0.580,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Safe,0.222,Safe  (Medium Confidence),Safe,0.289,Safe  (Medium Confidence),5.840,None,Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.024,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Toxic,0.585,Toxic  (Low Confidence),Safe,0.008,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.003,Safe  (High Confidence),Safe,0.002,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),5.600,PIGC50% > -0.5 log ug/L: toxic,2.500,None,1.760,None,3.800,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.060,Safe  (High Confidence),Toxic,0.835,Toxic  (High Confidence),Safe,0.004,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.021,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.117,Safe  (High Confidence)
S=c1c(NC[C@H]2NCCC2)c(NCc3ccccc3)c1=S,Toxic,0.660,Toxic  (Low Confidence),Safe,0.066,Safe  (High Confidence),Safe,0.468,Safe  (Low Confidence),0.860,None,Safe,0.001,Safe  (High Confidence),Safe,0.145,Safe  (High Confidence),Toxic,0.970,Toxic  (High Confidence),Safe,0.369,Safe  (Low Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.027,Safe  (High Confidence),0.220,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.658,Toxic  (Low Confidence),Safe,0.011,Safe  (High Confidence),4.760,None,Toxic,0.914,Toxic  (High Confidence),Toxic,0.852,Toxic  (High Confidence),Safe,0.111,Safe  (High Confidence),Safe,0.052,Safe  (High Confidence),Safe,0.012,Safe  (High Confidence),Safe,0.091,Safe  (High Confidence),Safe,0.003,Safe  (High Confidence),Safe,0.146,Safe  (High Confidence),Safe,0.018,Safe  (High Confidence),Safe,0.406,Safe  (Low Confidence),1.850,PIGC50% > -0.5 log ug/L: toxic,2.600,None,1.850,None,4.170,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.928,Toxic  (High Confidence),Toxic,0.717,Toxic  (Medium Confidence),Safe,0.478,Safe  (Low Confidence),Safe,0.046,Safe  (High Confidence),Safe,0.248,Safe  (Medium Confidence),Safe,0.260,Safe  (Medium Confidence),Safe,0.009,Safe  (High Confidence)
O=c(c(NCc1ccccc1)c2NC[C@H]3N(CCC3)C(OC(C)(C)C)=O)c2=O,Safe,0.004,Safe  (High Confidence),Safe,0.020,Safe  (High Confidence),Toxic,0.777,Toxic  (Medium Confidence),0.500,None,Safe,0.007,Safe  (High Confidence),Safe,0.138,Safe  (High Confidence),Toxic,0.860,Toxic  (High Confidence),Toxic,0.554,Toxic  (Low Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.002,Safe  (High Confidence),0.210,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.731,Toxic  (Medium Confidence),Safe,0.004,Safe  (High Confidence),6.000,None,Toxic,0.974,Toxic  (High Confidence),Safe,0.333,Safe  (Medium Confidence),Safe,0.080,Safe  (High Confidence),Safe,0.033,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.070,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.139,Safe  (High Confidence),Safe,0.018,Safe  (High Confidence),Safe,0.004,Safe  (High Confidence),-8.340,PIGC50% > -0.5 log ug/L: toxic,2.700,None,1.640,None,4.070,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.863,Toxic  (High Confidence),Toxic,0.528,Toxic  (Low Confidence),Toxic,0.792,Toxic  (Medium Confidence),Safe,0.017,Safe  (High Confidence),Safe,0.092,Safe  (High Confidence),Toxic,0.512,Toxic  (Low Confidence),Safe,0.001,Safe  (High Confidence)
O=c(c(N[C@@H](c(ccn1)c2c1ccc(OC)c2)[C@H]3N4CCC(C3)C(C#C)C4)c5Nc6cc(C(F)(F)F)cc(C(F)(F)F)c6)c5=O,Safe,0.007,Safe  (High Confidence),Safe,0.212,Safe  (Medium Confidence),Toxic,0.780,Toxic  (Medium Confidence),1.080,None,Safe,0.000,Safe  (High Confidence),Safe,0.068,Safe  (High Confidence),Toxic,0.999,Toxic  (High Confidence),Safe,0.223,Safe  (Medium Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),-0.240,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.960,Toxic  (High Confidence),Safe,0.204,Safe  (Medium Confidence),6.540,None,Toxic,1.000,Toxic  (High Confidence),Safe,0.099,Safe  (High Confidence),Safe,0.277,Safe  (Medium Confidence),Safe,0.010,Safe  (High Confidence),Toxic,0.943,Toxic  (High Confidence),Safe,0.071,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.369,Safe  (Low Confidence),Safe,0.001,Safe  (High Confidence),Toxic,0.994,Toxic  (High Confidence),-44763.210,PIGC50% > -0.5 log ug/L: toxic,3.060,None,1.330,None,73.070,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,1.000,Toxic  (High Confidence),Safe,0.371,Safe  (Low Confidence),Toxic,0.569,Toxic  (Low Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.041,Safe  (High Confidence),Toxic,0.863,Toxic  (High Confidence),Toxic,0.963,Toxic  (High Confidence)
