,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,solute_category,membrane,solvent,solute_smiles,pressure,temperature,process_configuration,permeance,substructure_smarts,membrane_family,mwco,contact_angle,zeta_potential,contact_angle_missing,zeta_potential_missing,solvent_smiles,solvent_mw,solvent_logp,solvent_viscosity,solvent_density,solvent_dielectric_constant,solvent_dd,solvent_dp,solvent_dh,solvent_molar_volume,solute_mw,solute_logp,membrane_SM122,membrane_DM500,membrane_PMPerformance,membrane_DM300,membrane_SS150101,membrane_SS336,membrane_GMT-oNF-2,membrane_DM150,process_configuration_CF,process_configuration_DE,rejection_mcmpnn_combi_v42a_fold3,rejection_mcmpnn_combi_v42a_fold1,rejection_mcmpnn_combi_v42a_fold2,rejection_mcmpnn_combi_v42a_fold4,rejection_mcmpnn_combi_v42a_fold0,mcmpnn_rejection_mean_predicted,mcmpnn_rejection_ci_lower,mcmpnn_rejection_ci_upper,rejection_mcmpnn_combi_v42d_fold3,rejection_mcmpnn_combi_v42d_fold2,rejection_mcmpnn_combi_v42d_fold4,rejection_mcmpnn_combi_v42d_fold0,rejection_mcmpnn_combi_v42d_fold1,rejection_mcmpnn_combi_v42c_fold0,rejection_mcmpnn_combi_v42c_fold4,rejection_mcmpnn_combi_v42c_fold2,rejection_mcmpnn_combi_v42c_fold1,rejection_mcmpnn_combi_v42c_fold3,mean_sub_rejection_contribution
153,79,79,79,79,79,79,79,appcat,GMT-oNF-2,Acetonitrile,COC(=O)[C@H](CC(C)C)Nc1c(Nc2cc3cccnc3c3ncccc23)c(=O)c(=O)c1=O.CC(C)=O,30,25,CF,0.153,c1(c2ncccc2)ncccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,504.5430000000004,3.077700000000001,0,0,0,0,0,0,1,0,1,0,,,,,,0.95679945,0.9073763246710306,1.0062225753289695,0.9368082,0.9237632,0.92342585,1.0,1.0,,,,,,0.2957074685577761
154,80,80,80,80,80,80,80,appcat,GMT-oNF-2,Acetonitrile,NS(=O)(=O)c1ccc(NC(=O)Nc2cc3cccnc3c3ncccc23)cc1.CC(OCC)=O,30,25,CF,0.153,c1(c2ncccc2)ncccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,481.5340000000003,3.6438000000000015,0,0,0,0,0,0,1,0,1,0,,,,,,0.96346952,0.889055801515549,1.037883238484451,0.8619932,1.0,0.9553544,1.0,1.0,,,,,,0.3041886358034044
155,81,81,81,81,81,81,81,appcat,GMT-oNF-2,Acetonitrile,C[C@H]1CC[C@H](NC(=S)Nc2cc3cccnc3c3ncccc23)CC1.CCO,30,25,CF,0.153,c1(c2ncccc2)ncccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,396.5600000000002,4.6467000000000045,0,0,0,0,0,0,1,0,1,0,,,,,,0.931142192,0.872406627613219,0.9898777563867812,0.90652335,0.90611947,0.8841684,0.95889974,1.0,,,,,,0.33971278862706544
156,82,82,82,82,82,82,82,appcat,GMT-oNF-2,Acetonitrile,O=c1c(Nc2nnc(/C=C/c3ccccc3)s2)c(Nc2cc3cccnc3c3ncccc23)c(=O)c1=O.CC1CCCO1,30,25,CF,0.153,c1(c2ncccc2)ncccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,590.6650000000001,5.433600000000005,0,0,0,0,0,0,1,0,1,0,,,,,,0.96894656,0.9291992180735767,1.0086939019264232,0.949892,0.9684019,0.9264389,1.0,1.0,,,,,,0.2578734185996947
157,83,83,83,83,83,83,83,appcat,GMT-oNF-2,Acetonitrile,CC1(C)CC(C)(C)c2cc(Nc3c(Nc4cc5cccnc5c5ncccc45)c(=O)c3=O)ccc2S1.N#CC,30,25,CF,0.153,c1(c2ncccc2)ncccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,535.6730000000002,6.948080000000006,0,0,0,0,0,0,1,0,1,0,,,,,,0.96235459,0.922853028640724,1.001856151359276,0.9219102,0.9649054,0.94024235,0.984715,1.0,,,,,,0.2839428664222966
158,84,84,84,84,84,84,84,appcat,GMT-oNF-2,Acetonitrile,COC(=O)c1ccc(CNC(=O)Nc2cc3cccnc3c3ncccc23)cc1.O,30,25,CF,0.153,c1(c2ncccc2)ncccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,404.42600000000016,3.066600000000001,0,0,0,0,0,0,1,0,1,0,,,,,,0.962304526,0.914681974997132,1.009927077002868,0.9211488,0.97047687,0.9232645,0.99663246,1.0,,,,,,0.3307397643885305
159,85,85,85,85,85,85,85,appcat,GMT-oNF-2,Acetonitrile,COC(=O)c1ccccc1S(=O)(=O)NC(=S)Nc1cc2cccnc2c2ncccc12.CC(OCC)=O,30,25,CF,0.153,c1(c2ncccc2)ncccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,540.6230000000003,3.814300000000003,0,0,0,0,0,0,1,0,1,0,,,,,,0.971364168,0.9280227738109692,1.0147055621890306,0.9185625,0.9838882,0.95437014,1.0,1.0,,,,,,0.3017129017595659
160,86,86,86,86,86,86,86,appcat,GMT-oNF-2,Acetonitrile,CC1(C)CC(C)(C)c2cc(Nc3c(Nc4cc5cccnc5c5ncccc45)c(=O)c3=O)ccc2S1.CC1=CC=CC=C1,30,25,CF,0.153,c1(c2ncccc2)ncccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,586.7610000000003,8.413220000000004,0,0,0,0,0,0,1,0,1,0,,,,,,0.967140748,0.9310001414951968,1.003281354504803,0.9282904,0.97678834,0.9466051,0.9840199,1.0,,,,,,0.2563111926828112
161,87,87,87,87,87,87,87,appcat,GMT-oNF-2,Acetonitrile,CC(C)Cc1ccc([C@H](C)C(=O)NC(=S)Nc2cc3cccnc3c3ncccc23)cc1.CC1CCCO1,30,25,CF,0.153,c1(c2ncccc2)ncccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,528.7220000000003,6.783500000000006,0,0,0,0,0,0,1,0,1,0,,,,,,0.949068132,0.9027822188226378,0.9953540451773624,0.9175974,0.94725096,0.9101216,0.9703707,1.0,,,,,,0.2846030227997132
162,88,88,88,88,88,88,88,appcat,GMT-oNF-2,Acetonitrile,COC(=O)[C@H](C)Nc1c(Nc2cc3cccnc3c3ncccc23)c(=O)c(=O)c1=O.O,30,25,CF,0.153,c1(c2ncccc2)ncccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,422.3970000000002,0.6314999999999993,0,0,0,0,0,0,1,0,1,0,,,,,,0.937572692,0.8619641102860554,1.0131812737139447,0.92231286,0.8627866,0.902764,1.0,1.0,,,,,,0.31689423490315677
163,89,89,89,89,89,89,89,appcat,GMT-oNF-2,Acetonitrile,C=C(C)C(=O)OCCNc1c(Nc2cc3cccnc3c3ncccc23)c(=O)c(=O)c1=O.CC1=CC=CC=C1,30,25,CF,0.153,c1(c2ncccc2)ncccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,522.5610000000004,4.009020000000003,0,0,0,0,0,0,1,0,1,0,,,,,,0.964372442,0.921378373044492,1.007366510955508,0.9529327,0.94745386,0.92147565,1.0,1.0,,,,,,0.2787078026636147
164,90,90,90,90,90,90,90,appcat,GMT-oNF-2,Acetonitrile,C=C[C@H]1CN2CCN1C[C@H]2[C@H](NC(=O)Nc1cc2cccnc2c2ncccc12)c1ccnc2ccc(OC)cc12.CC1=CC=CC=C1,30,25,CF,0.153,c1(c2ncccc2)ncccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,637.7880000000002,6.752020000000006,0,0,0,0,0,0,1,0,1,0,,,,,,0.966271188,0.9181807820929871,1.0143615939070127,0.92121994,0.9819412,0.9281948,1.0,1.0,,,,,,0.23637247535527922
165,91,91,91,91,91,91,91,appcat,GMT-oNF-2,Acetonitrile,CC(C)COc1cc(C(=O)NCc2ccccc2)nc2c(Nc3c(Nc4cc5cccnc5c5ncccc45)c(=O)c3=O)cccc12.CC1=CC=CC=C1,30,25,CF,0.153,c1(c2ncccc2)ncccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,714.8260000000001,8.374220000000005,0,0,0,0,0,0,1,0,1,0,,,,,,0.967920326,0.914561521804387,1.0212791301956132,0.90947676,0.995858,0.93426687,1.0,1.0,,,,,,0.21172946691513062
166,92,92,92,92,92,92,92,appcat,GMT-oNF-2,Acetonitrile,C=C(C)C(=O)OCCNc1c(Nc2cc3cccnc3c3ncccc23)c(=O)c(=O)c1=O.N#CC,30,25,CF,0.153,c1(c2ncccc2)ncccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,471.4730000000003,2.5438800000000006,0,0,0,0,0,0,1,0,1,0,,,,,,0.95635114,0.9046221986236284,1.0080800813763715,0.9429557,0.9299331,0.9088669,1.0,1.0,,,,,,0.3050664282507366
167,93,93,93,93,93,93,93,appcat,GMT-oNF-2,Acetonitrile,O=C(Nc1cc2cccnc2c2ncccc12)N[N+](=O)[O-].CC1CCCO1,30,25,CF,0.153,c1(c2ncccc2)ncccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,369.3810000000002,3.281500000000001,0,0,0,0,0,0,1,0,1,0,,,,,,0.940579918,0.8731845281531301,1.00797530784687,0.90095294,0.989954,0.87555265,0.93644,1.0,,,,,,0.3426235363951752
168,94,94,94,94,94,94,94,appcat,GMT-oNF-2,Acetonitrile,O=c1c(NCCSCc2ccccn2)c1Nc1cc2cccnc2c2ncccc12.CC1=CC=CC=C1,30,25,CF,0.153,c1(c2ncccc2)ncccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,505.6470000000002,6.497720000000005,0,0,0,0,0,0,1,0,1,0,,,,,,0.959805622,0.908995418533816,1.010615825466184,0.92338777,0.962048,0.91359234,1.0,1.0,,,,,,0.2848803645525223
169,95,95,95,95,95,95,95,appcat,GMT-oNF-2,Acetonitrile,C[C@@H](Oc1ccc(Cl)cc1Cl)C(=O)Nc1c(Nc2cc3cccnc3c3ncccc23)c1=O.CO,30,25,CF,0.153,c1(c2ncccc2)ncccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,511.3650000000002,5.083700000000004,0,0,0,0,0,0,1,0,1,0,,,,,,0.943916908,0.8819002549495927,1.0059335610504072,0.8957605,0.9100181,0.917994,0.99581194,1.0,,,,,,0.3156675564643999
170,96,96,96,96,96,96,96,appcat,GMT-oNF-2,Acetonitrile,COC(=O)c1ccc(CNC(=O)Nc2cc3cccnc3c3ncccc23)cc1.O=CN(C)C,30,25,CF,0.153,c1(c2ncccc2)ncccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,459.5060000000002,3.5957000000000017,0,0,0,0,0,0,1,0,1,0,,,,,,0.965186292,0.9201621849553568,1.0102103990446432,0.9353657,0.9693029,0.92126286,1.0,1.0,,,,,,0.3156220773855845
171,97,97,97,97,97,97,97,appcat,GMT-oNF-2,Acetonitrile,O=C(Nc1c(Nc2cc3cccnc3c3ncccc23)c(=O)c1=O)C1CC1.CC1=CC=CC=C1,30,25,CF,0.153,c1(c2ncccc2)ncccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,450.4980000000003,4.466120000000004,0,0,0,0,0,0,1,0,1,0,,,,,,0.950950552,0.8991297762098589,1.0027713277901409,0.9174371,0.9238965,0.920378,0.99304116,1.0,,,,,,0.2977708124452167
172,98,98,98,98,98,98,98,appcat,GMT-oNF-2,Acetonitrile,C[C@H]1CC[C@H](NC(=S)Nc2cc3cccnc3c3ncccc23)CC1.O,30,25,CF,0.153,c1(c2ncccc2)ncccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,368.5060000000002,3.823400000000004,0,0,0,0,0,0,1,0,1,0,,,,,,0.923929962,0.8552090154909517,0.9926509085090484,0.9081585,0.89627707,0.8580102,0.95720404,1.0,,,,,,0.34758907763494384
173,99,99,99,99,99,99,99,appcat,GMT-oNF-2,Acetonitrile,CC(C)COc1cc(C(=O)NCc2ccccc2)nc2c(Nc3c(Nc4cc5cccnc5c5ncccc45)c(=O)c3=O)cccc12.N#CC,30,25,CF,0.153,c1(c2ncccc2)ncccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,663.738,6.909080000000006,0,0,0,0,0,0,1,0,1,0,,,,,,0.964219922,0.906868899917503,1.0215709440824972,0.89995486,0.9907104,0.93043435,1.0,1.0,,,,,,0.22653695415882838
174,100,100,100,100,100,100,100,appcat,GMT-oNF-2,Acetonitrile,COC(=O)c1ccccc1S(=O)(=O)NC(=S)Nc1cc2cccnc2c2ncccc12.CC1=CC=CC=C1,30,25,CF,0.153,c1(c2ncccc2)ncccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,544.6580000000002,5.239920000000004,0,0,0,0,0,0,1,0,1,0,,,,,,0.97262148,0.9251143970660476,1.0201285629339527,0.9207443,1.0,0.9423631,1.0,1.0,,,,,,0.2955899708633182
175,101,101,101,101,101,101,101,appcat,GMT-oNF-2,Acetonitrile,COC(=O)c1ccc(CNC(=O)Nc2cc3cccnc3c3ncccc23)cc1.CCO,30,25,CF,0.153,c1(c2ncccc2)ncccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,432.4800000000002,3.889900000000002,0,0,0,0,0,0,1,0,1,0,,,,,,0.961702694,0.9111682991597648,1.0122370888402354,0.92168117,0.9717607,0.9161757,0.9988959,1.0,,,,,,0.3147670736818603
176,102,102,102,102,102,102,102,appcat,GMT-oNF-2,Acetonitrile,C[C@H]1CC[C@H](NC(=S)Nc2cc3cccnc3c3ncccc23)CC1.O=CN(C)C,30,25,CF,0.153,c1(c2ncccc2)ncccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,423.5860000000002,4.352500000000004,0,0,0,0,0,0,1,0,1,0,,,,,,0.9330281,0.8707608727102892,0.9952953272897106,0.9119514,0.9034066,0.8795037,0.9702788,1.0,,,,,,0.32993009479776503
177,103,103,103,103,103,103,103,appcat,GMT-oNF-2,Acetonitrile,O=C(Nc1c(Nc2cc3cccnc3c3ncccc23)c(=O)c1=O)C1CC1.CO,30,25,CF,0.153,c1(c2ncccc2)ncccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,390.3990000000002,2.0796,0,0,0,0,0,0,1,0,1,0,,,,,,0.922786004,0.8298708173137411,1.0157011906862587,0.88535106,0.83089966,0.8976793,1.0,1.0,,,,,,0.3138634271064742
178,104,104,104,104,104,104,104,appcat,GMT-oNF-2,Acetonitrile,COC(=O)c1ccc(CNC(=O)Nc2cc3cccnc3c3ncccc23)cc1.CO,30,25,CF,0.153,c1(c2ncccc2)ncccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,418.45300000000015,3.499800000000002,0,0,0,0,0,0,1,0,1,0,,,,,,0.96152844,0.9133236407152304,1.0097332392847695,0.9230162,0.9696958,0.9189564,0.9959738,1.0,,,,,,0.32652565961082775
179,105,105,105,105,105,105,105,appcat,GMT-oNF-2,Acetonitrile,CC(C)Cc1ccc([C@H](C)C(=O)NC(=S)Nc2cc3cccnc3c3ncccc23)cc1.N#CC,30,25,CF,0.153,c1(c2ncccc2)ncccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,483.6410000000002,6.128080000000005,0,0,0,0,0,0,1,0,1,0,,,,,,0.949073086,0.8994756827567254,0.9986704892432744,0.9121187,0.9488405,0.90808153,0.9763247,1.0,,,,,,0.30168475243780346
180,106,106,106,106,106,106,106,appcat,GMT-oNF-2,Acetonitrile,C[C@@H](Oc1ccc(Cl)cc1Cl)C(=O)Nc1c(Nc2cc3cccnc3c3ncccc23)c1=O.O=CN(C)C,30,25,CF,0.153,c1(c2ncccc2)ncccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,552.4180000000001,5.179600000000005,0,0,0,0,0,0,1,0,1,0,,,,,,0.951492908,0.8959194187816988,1.0070663972183012,0.90875924,0.92240036,0.92630494,1.0,1.0,,,,,,0.2971141885604537
181,107,107,107,107,107,107,107,appcat,GMT-oNF-2,Acetonitrile,COC(=O)c1ccc(CNC(=O)Nc2cc3cccnc3c3ncccc23)cc1.CC(C)=O,30,25,CF,0.153,c1(c2ncccc2)ncccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,444.4910000000002,4.486600000000003,0,0,0,0,0,0,1,0,1,0,,,,,,0.958032668,0.9114502879787476,1.004615048021252,0.9202559,0.9643181,0.9185375,0.98705184,1.0,,,,,,0.31219424985203087
182,108,108,108,108,108,108,108,appcat,GMT-oNF-2,Acetonitrile,O=c1c(Nc2nnc(/C=C/c3ccccc3)s2)c(Nc2cc3cccnc3c3ncccc23)c(=O)c1=O.CO,30,25,CF,0.153,c1(c2ncccc2)ncccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,536.5730000000003,3.856800000000003,0,0,0,0,0,0,1,0,1,0,,,,,,0.967608334,0.9255873857077772,1.009629282292223,0.95552504,0.9630316,0.91948503,1.0,1.0,,,,,,0.27761651892972183
183,109,109,109,109,109,109,109,appcat,GMT-oNF-2,Acetonitrile,O=C(Nc1cc2cccnc2c2ncccc12)N[N+](=O)[O-].CC(C)=O,30,25,CF,0.153,c1(c2ncccc2)ncccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,341.3270000000001,2.6915000000000004,0,0,0,0,0,0,1,0,1,0,,,,,,0.937467634,0.8656531133566869,1.0092821546433133,0.8856219,0.9914881,0.87535983,0.93486834,1.0,,,,,,0.35034610196655874
184,110,110,110,110,110,110,110,appcat,GMT-oNF-2,Acetonitrile,O=C(Nc1c(Nc2cc3cccnc3c3ncccc23)c(=O)c1=O)C1CC1.O=CN(C)C,30,25,CF,0.153,c1(c2ncccc2)ncccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,431.4520000000003,2.1754999999999995,0,0,0,0,0,0,1,0,1,0,,,,,,0.942283022,0.8705629766220098,1.0140030673779905,0.92898154,0.8658151,0.91661847,1.0,1.0,,,,,,0.31630398426482925
185,111,111,111,111,111,111,111,appcat,GMT-oNF-2,Acetonitrile,CC(C)Cc1ccc([C@H](C)C(=O)NC(=S)Nc2cc3cccnc3c3ncccc23)cc1.CC1=CC=CC=C1,30,25,CF,0.153,c1(c2ncccc2)ncccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,534.7290000000003,7.593220000000007,0,0,0,0,0,0,1,0,1,0,,,,,,0.955780372,0.90893944971651,1.0026212942834898,0.91747546,0.96759254,0.9155067,0.97832716,1.0,,,,,,0.2814165967482108
186,112,112,112,112,112,112,112,appcat,GMT-oNF-2,Acetonitrile,CC(C)(C)[C@H](Nc1c(Nc2cc3cccnc3c3ncccc23)c(=O)c(=O)c1=O)P(=O)(Oc1ccccc1)Oc1ccccc1.CC1=CC=CC=C1,30,25,CF,0.153,c1(c2ncccc2)ncccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,712.7430000000003,8.613020000000002,0,0,0,0,0,0,1,0,1,0,,,,,,0.96836136,0.9118080027215136,1.0249147172784865,0.901024,1.0,0.9407828,1.0,1.0,,,,,,0.22572762925143638
187,113,113,113,113,113,113,113,appcat,GMT-oNF-2,Acetonitrile,O=c1c(NCCCCCc2cnc[nH]2)c(Nc2cc3cccnc3c3ncccc23)c1=O.CC(C)=O,30,25,CF,0.153,c1(c2ncccc2)ncccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,484.56000000000034,4.265900000000002,0,0,0,0,0,0,1,0,1,0,,,,,,0.9549239,0.9005932636927679,1.009254536307232,0.9162396,0.94885975,0.90952015,1.0,1.0,,,,,,0.29068326751391094
188,114,114,114,114,114,114,114,appcat,GMT-oNF-2,Acetonitrile,O=c1c(Nc2nnc(/C=C/c3ccccc3)s2)c(Nc2cc3cccnc3c3ncccc23)c(=O)c1=O.CC(OCC)=O,30,25,CF,0.153,c1(c2ncccc2)ncccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,592.6370000000002,4.817700000000005,0,0,0,0,0,0,1,0,1,0,,,,,,0.969087922,0.9299415113995834,1.0082343326004166,0.95003057,0.9675427,0.92786634,1.0,1.0,,,,,,0.26774206029044256
189,115,115,115,115,115,115,115,appcat,GMT-oNF-2,Acetonitrile,C=C[C@H]1CN2CCN1C[C@H]2[C@H](NC(=O)Nc1cc2cccnc2c2ncccc12)c1ccnc2ccc(OC)cc12.CC(C)=O,30,25,CF,0.153,c1(c2ncccc2)ncccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,603.7270000000002,5.352300000000004,0,0,0,0,0,0,1,0,1,0,,,,,,0.961865066,0.9136822653672196,1.0100478666327806,0.9186692,0.96406233,0.9265938,1.0,1.0,,,,,,0.2502268446119208
190,116,116,116,116,116,116,116,appcat,GMT-oNF-2,Acetonitrile,CC(C)(C)[C@H](Nc1c(Nc2cc3cccnc3c3ncccc23)c(=O)c(=O)c1=O)P(=O)(Oc1ccccc1)Oc1ccccc1.CCO,30,25,CF,0.153,c1(c2ncccc2)ncccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,666.6710000000003,6.616600000000006,0,0,0,0,0,0,1,0,1,0,,,,,,0.965934188,0.9081006821536508,1.0237676938463491,0.89695954,0.9946312,0.9380802,1.0,1.0,,,,,,0.24093467891216278
191,117,117,117,117,117,117,117,appcat,GMT-oNF-2,Acetonitrile,COC(=O)c1ccccc1S(=O)(=O)NC(=S)Nc1cc2cccnc2c2ncccc12.N#CC,30,25,CF,0.153,c1(c2ncccc2)ncccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,493.57000000000016,3.7747800000000016,0,0,0,0,0,0,1,0,1,0,,,,,,0.972151478,0.9288684087754466,1.0154345472245534,0.9236841,0.99015003,0.94692326,1.0,1.0,,,,,,0.31982819040616356
192,118,118,118,118,118,118,118,appcat,GMT-oNF-2,Acetonitrile,O=C(Nc1ccccc1-c1ccc2ccccc2n1)NC1([C@H]2CCCS2(=O)=O)CCCCC1.CC(C)=O,30,25,CF,0.153,c1(c2ccccc2)ccccn1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,521.6830000000004,5.898700000000006,0,0,0,0,0,0,1,0,1,0,,,,,,0.97167029,0.919126295924639,1.024214284075361,0.90526175,1.0,0.9530897,1.0,1.0,,,,,,0.28899658856453836
193,119,119,119,119,119,119,119,appcat,GMT-oNF-2,Acetonitrile,Cc1cc(Nc2c(Nc3cc(-c4ccccn4)cc(-c4ccccn4)c3)c(=S)c2=S)ccc1Br.CCO,30,25,CF,0.153,c1(c2ccccc2)ccccn1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,589.5840000000001,8.7019,0,0,0,0,0,0,1,0,1,0,,,,,,0.96610053,0.9039446004604648,1.0282564595395352,0.88726795,0.99869096,0.9446912,0.99985254,1.0,,,,,,0.3000218121133325
194,120,120,120,120,120,120,120,appcat,GMT-oNF-2,Acetonitrile,O=S(=O)(Nc1nc(-c2ccc(Br)cc2)cs1)Nc1ccccc1-c1ccc2ccccc2n1.CC(C)=O,30,25,CF,0.153,c1(c2ccccc2)ccccn1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,595.544,7.151900000000006,0,0,0,0,0,0,1,0,1,0,,,,,,0.96921482,0.9138924913697688,1.0245371486302313,0.9026332,1.0,0.9434409,1.0,1.0,,,,,,0.30234557111541943
195,121,121,121,121,121,121,121,appcat,GMT-oNF-2,Acetonitrile,O=c1c(Nc2cc(-c3ccccn3)cc(-c3ccccn3)c2)c(Nc2ccc3cc4ccccc4cc3c2)c(=O)c1=O.CC(C)=O,30,25,CF,0.153,c1(c2ccccc2)ccccn1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,604.6660000000002,7.155700000000004,0,0,0,0,0,0,1,0,1,0,,,,,,0.97218496,0.928059853563336,1.0163100664366642,0.9333506,0.9942422,0.933332,1.0,1.0,,,,,,0.24671491797744616
196,122,122,122,122,122,122,122,appcat,GMT-oNF-2,Acetonitrile,COc1ccc(C(=O)NCCNc2c(Nc3cc(-c4ccccn4)cc(-c4ccccn4)c3)c(=S)c2=S)cc1.CC1=CC=CC=C1,30,25,CF,0.153,c1(c2ccccc2)ccccn1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,643.8380000000001,8.734300000000001,0,0,0,0,0,0,1,0,1,0,,,,,,0.96647864,0.9057557679224392,1.027201512077561,0.8923328,1.0,0.9400604,1.0,1.0,,,,,,0.24590039514005185
